annee,date_arrondie,sous_famille,categorie,prix_moyen
2021,2021-12-01,fruit exotique,Prix moyen du produit local en magasin,611.1811023622047
2021,2021-12-01,herbe aromatique,Prix moyen du produit local en magasin,172.3125
2021,2021-12-01,légume frais : autres,Prix moyen du produit local en magasin,373.9795918367347
2021,2021-12-01,"légume vert, asperge",Prix moyen du produit importé en magasin,961.7766990291262
2021,2021-12-01,"légume vert, asperge",Prix moyen du produit local en magasin,953.7096774193549
2021,2021-12-01,"melon, pastèque",Prix moyen du produit importé en magasin,649.0196078431372
2021,2021-12-01,"melon, pastèque",Prix moyen du produit local en magasin,450.88516746411483
2021,2021-12-01,salade et tomate,Prix moyen du produit importé en magasin,589.4230769230769
2021,2021-12-01,salade et tomate,Prix moyen du produit local en magasin,828.6949685534591
2022,2022-01-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,785.671052631579
2022,2022-01-01,agrume,Prix moyen du produit importé en magasin,878.7177177177177
2022,2022-01-01,agrume,Prix moyen du produit local en magasin,745.7120253164557
2022,2022-01-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,399.7549019607843
2022,2022-01-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,452.05128205128204
2022,2022-01-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,1024.3512658227849
2022,2022-01-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,857.1431980906922
2022,2022-01-01,"banane, kiwi",Prix moyen du produit importé en magasin,3995
2022,2022-01-01,"banane, kiwi",Prix moyen du produit local en magasin,802.3333333333334
2022,2022-01-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,436.29
2022,2022-01-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,589.625
2022,2022-01-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,726.8526785714286
2022,2022-01-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,724.0751445086705
2022,2022-01-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,593.7
2022,2022-01-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,544.64039408867
2022,2022-01-01,fruit exotique,Prix moyen du produit importé en magasin,473.125
2022,2022-01-01,fruit exotique,Prix moyen du produit local en magasin,501.76895306859205
2022,2022-01-01,herbe aromatique,Prix moyen du produit local en magasin,173
2022,2022-01-01,légume frais : autres,Prix moyen du produit local en magasin,462.9807692307692
2022,2022-01-01,"légume vert, asperge",Prix moyen du produit importé en magasin,985.5051546391752
2022,2022-01-01,"légume vert, asperge",Prix moyen du produit local en magasin,973.3783783783783
2022,2022-01-01,"melon, pastèque",Prix moyen du produit importé en magasin,597.0370370370371
2022,2022-01-01,"melon, pastèque",Prix moyen du produit local en magasin,447.3837209302326
2022,2022-01-01,salade et tomate,Prix moyen du produit importé en magasin,695.0416666666666
2022,2022-01-01,salade et tomate,Prix moyen du produit local en magasin,947.7603686635945
2022,2022-02-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,744.0506329113924
2022,2022-02-01,agrume,Prix moyen du produit importé en magasin,774.3584337349398
2022,2022-02-01,agrume,Prix moyen du produit local en magasin,676.5070422535211
2022,2022-02-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,328.673835125448
2022,2022-02-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,471.02272727272725
2022,2022-02-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,1042.566091954023
2022,2022-02-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,928.4756097560976
2022,2022-02-01,"banane, kiwi",Prix moyen du produit importé en magasin,3995
2022,2022-02-01,"banane, kiwi",Prix moyen du produit local en magasin,834.4859813084112
2022,2022-02-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,308.8738738738739
2022,2022-02-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,510.12422360248445
2022,2022-02-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,828.3333333333334
2022,2022-02-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,821.4096774193548
2022,2022-02-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,630.2542372881356
2022,2022-02-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,584.4522058823529
2022,2022-02-01,fruit exotique,Prix moyen du produit importé en magasin,480.4166666666667
2022,2022-02-01,fruit exotique,Prix moyen du produit local en magasin,582.4837209302326
2022,2022-02-01,herbe aromatique,Prix moyen du produit local en magasin,241.35714285714286
2022,2022-02-01,légume frais : autres,Prix moyen du produit local en magasin,646.5384615384615
2022,2022-02-01,"légume vert, asperge",Prix moyen du produit importé en magasin,952.1684210526316
2022,2022-02-01,"légume vert, asperge",Prix moyen du produit local en magasin,891.3333333333334
2022,2022-02-01,"melon, pastèque",Prix moyen du produit importé en magasin,589.8550724637681
2022,2022-02-01,"melon, pastèque",Prix moyen du produit local en magasin,558.0909090909091
2022,2022-02-01,salade et tomate,Prix moyen du produit importé en magasin,827.8253968253969
2022,2022-02-01,salade et tomate,Prix moyen du produit local en magasin,974.553488372093
2022,2022-03-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,709.75
2022,2022-03-01,agrume,Prix moyen du produit importé en magasin,821.6027777777778
2022,2022-03-01,agrume,Prix moyen du produit local en magasin,601.3191489361702
2022,2022-03-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,322.75
2022,2022-03-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,470.42105263157896
2022,2022-03-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,1046.6785714285713
2022,2022-03-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,990.7042253521126
2022,2022-03-01,"banane, kiwi",Prix moyen du produit importé en magasin,3995
2022,2022-03-01,"banane, kiwi",Prix moyen du produit local en magasin,826.5357142857143
2022,2022-03-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,310.8972602739726
2022,2022-03-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,522.6612903225806
2022,2022-03-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,793.7844036697247
2022,2022-03-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,797.6715686274509
2022,2022-03-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,621.1136363636364
2022,2022-03-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,523.2793733681463
2022,2022-03-01,fruit exotique,Prix moyen du produit importé en magasin,489.54545454545456
2022,2022-03-01,fruit exotique,Prix moyen du produit local en magasin,577.4960317460317
2022,2022-03-01,herbe aromatique,Prix moyen du produit local en magasin,199.3
2022,2022-03-01,légume frais : autres,Prix moyen du produit local en magasin,453.1578947368421
2022,2022-03-01,"légume vert, asperge",Prix moyen du produit importé en magasin,1030.1544117647059
2022,2022-03-01,"légume vert, asperge",Prix moyen du produit local en magasin,1125.0961538461538
2022,2022-03-01,"melon, pastèque",Prix moyen du produit importé en magasin,500.79545454545456
2022,2022-03-01,"melon, pastèque",Prix moyen du produit local en magasin,421.73728813559325
2022,2022-03-01,salade et tomate,Prix moyen du produit importé en magasin,670.6666666666666
2022,2022-03-01,salade et tomate,Prix moyen du produit local en magasin,939.8237288135593
2022,2022-04-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,635.5263157894736
2022,2022-04-01,agrume,Prix moyen du produit importé en magasin,916.8664259927798
2022,2022-04-01,agrume,Prix moyen du produit local en magasin,601.2790224032586
2022,2022-04-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,304.98091603053433
2022,2022-04-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,483.375
2022,2022-04-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,1104.7676470588235
2022,2022-04-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,1022.1262886597938
2022,2022-04-01,"banane, kiwi",Prix moyen du produit importé en magasin,3995
2022,2022-04-01,"banane, kiwi",Prix moyen du produit local en magasin,834.6428571428571
2022,2022-04-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,330
2022,2022-04-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,494.8373983739837
2022,2022-04-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,832.2334384858044
2022,2022-04-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,780.0712250712251
2022,2022-04-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,518.3711340206186
2022,2022-04-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,486.5952380952381
2022,2022-04-01,fruit exotique,Prix moyen du produit importé en magasin,588.8461538461538
2022,2022-04-01,fruit exotique,Prix moyen du produit local en magasin,540.4271844660194
2022,2022-04-01,herbe aromatique,Prix moyen du produit local en magasin,213.8
2022,2022-04-01,légume frais : autres,Prix moyen du produit local en magasin,402.75
2022,2022-04-01,"légume vert, asperge",Prix moyen du produit importé en magasin,1113.7166666666667
2022,2022-04-01,"légume vert, asperge",Prix moyen du produit local en magasin,595
2022,2022-04-01,"melon, pastèque",Prix moyen du produit importé en magasin,622.6530612244898
2022,2022-04-01,"melon, pastèque",Prix moyen du produit local en magasin,467.7826086956522
2022,2022-04-01,salade et tomate,Prix moyen du produit importé en magasin,790.5555555555555
2022,2022-04-01,salade et tomate,Prix moyen du produit local en magasin,994.8461538461538
2022,2022-05-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,412.05882352941177
2022,2022-05-01,agrume,Prix moyen du produit importé en magasin,890.9968051118211
2022,2022-05-01,agrume,Prix moyen du produit local en magasin,590.0947546531303
2022,2022-05-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,326.0690909090909
2022,2022-05-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,533.1395348837209
2022,2022-05-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,1066.685878962536
2022,2022-05-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,959.9972527472528
2022,2022-05-01,"banane, kiwi",Prix moyen du produit importé en magasin,3995
2022,2022-05-01,"banane, kiwi",Prix moyen du produit local en magasin,740.0854700854701
2022,2022-05-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,316.62698412698415
2022,2022-05-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,558.5460992907801
2022,2022-05-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,867.367088607595
2022,2022-05-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,797.2359813084112
2022,2022-05-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,565.2702702702703
2022,2022-05-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,549.4562737642585
2022,2022-05-01,fruit exotique,Prix moyen du produit importé en magasin,515.7692307692307
2022,2022-05-01,fruit exotique,Prix moyen du produit local en magasin,549.3962264150944
2022,2022-05-01,herbe aromatique,Prix moyen du produit local en magasin,205.22222222222223
2022,2022-05-01,légume frais : autres,Prix moyen du produit local en magasin,380.1639344262295
2022,2022-05-01,"légume vert, asperge",Prix moyen du produit importé en magasin,1065.378640776699
2022,2022-05-01,"légume vert, asperge",Prix moyen du produit local en magasin,1190
2022,2022-05-01,"melon, pastèque",Prix moyen du produit importé en magasin,698.7402597402597
2022,2022-05-01,"melon, pastèque",Prix moyen du produit local en magasin,645.6756756756756
2022,2022-05-01,salade et tomate,Prix moyen du produit importé en magasin,734
2022,2022-05-01,salade et tomate,Prix moyen du produit local en magasin,947.1073170731707
2022,2022-06-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,403.92857142857144
2022,2022-06-01,agrume,Prix moyen du produit importé en magasin,900.1649122807017
2022,2022-06-01,agrume,Prix moyen du produit local en magasin,620.2934782608696
2022,2022-06-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,336.17670682730926
2022,2022-06-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,514.8666666666667
2022,2022-06-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,987.2662337662338
2022,2022-06-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,836.9559228650138
2022,2022-06-01,"banane, kiwi",Prix moyen du produit importé en magasin,3995
2022,2022-06-01,"banane, kiwi",Prix moyen du produit local en magasin,784.6698113207547
2022,2022-06-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,295.5607476635514
2022,2022-06-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,548.8111888111888
2022,2022-06-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,830.8861111111111
2022,2022-06-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,735.563025210084
2022,2022-06-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,522.7380952380952
2022,2022-06-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,454.6938775510204
2022,2022-06-01,fruit exotique,Prix moyen du produit importé en magasin,547.25
2022,2022-06-01,fruit exotique,Prix moyen du produit local en magasin,625.2822966507177
2022,2022-06-01,herbe aromatique,Prix moyen du produit local en magasin,187.42857142857142
2022,2022-06-01,légume frais : autres,Prix moyen du produit local en magasin,384.06542056074767
2022,2022-06-01,"légume vert, asperge",Prix moyen du produit importé en magasin,1045.6702127659576
2022,2022-06-01,"légume vert, asperge",Prix moyen du produit local en magasin,1078.918918918919
2022,2022-06-01,"melon, pastèque",Prix moyen du produit importé en magasin,646.4893617021277
2022,2022-06-01,"melon, pastèque",Prix moyen du produit local en magasin,702.3939393939394
2022,2022-06-01,salade et tomate,Prix moyen du produit importé en magasin,717.5121951219512
2022,2022-06-01,salade et tomate,Prix moyen du produit local en magasin,912.4782608695652
2022,2022-07-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,351.6666666666667
2022,2022-07-01,agrume,Prix moyen du produit importé en magasin,930.7759336099585
2022,2022-07-01,agrume,Prix moyen du produit local en magasin,599.4682926829269
2022,2022-07-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,296.6595744680851
2022,2022-07-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,472.90909090909093
2022,2022-07-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,1008.188679245283
2022,2022-07-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,818.2233766233767
2022,2022-07-01,"banane, kiwi",Prix moyen du produit importé en magasin,3995
2022,2022-07-01,"banane, kiwi",Prix moyen du produit local en magasin,818.8
2022,2022-07-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,298.65
2022,2022-07-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,555.7324840764331
2022,2022-07-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,759.4540229885057
2022,2022-07-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,671.7760617760617
2022,2022-07-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,496.7307692307692
2022,2022-07-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,428.69888475836433
2022,2022-07-01,fruit exotique,Prix moyen du produit importé en magasin,372.125
2022,2022-07-01,fruit exotique,Prix moyen du produit local en magasin,560.2227722772277
2022,2022-07-01,herbe aromatique,Prix moyen du produit local en magasin,168
2022,2022-07-01,légume frais : autres,Prix moyen du produit local en magasin,400.4824561403509
2022,2022-07-01,"légume vert, asperge",Prix moyen du produit importé en magasin,994.6818181818181
2022,2022-07-01,"légume vert, asperge",Prix moyen du produit local en magasin,884.7916666666666
2022,2022-07-01,"melon, pastèque",Prix moyen du produit importé en magasin,581.7213114754098
2022,2022-07-01,"melon, pastèque",Prix moyen du produit local en magasin,705.5357142857143
2022,2022-07-01,salade et tomate,Prix moyen du produit importé en magasin,738.3870967741935
2022,2022-07-01,salade et tomate,Prix moyen du produit local en magasin,1089.8842975206612
2022,2022-08-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,513.4615384615385
2022,2022-08-01,agrume,Prix moyen du produit importé en magasin,917.5384615384615
2022,2022-08-01,agrume,Prix moyen du produit local en magasin,634.9629629629629
2022,2022-08-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,334.2631578947368
2022,2022-08-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,496.5243902439024
2022,2022-08-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,1086.8695652173913
2022,2022-08-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,869.8297872340426
2022,2022-08-01,"banane, kiwi",Prix moyen du produit importé en magasin,3995
2022,2022-08-01,"banane, kiwi",Prix moyen du produit local en magasin,836.5094339622641
2022,2022-08-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,512.8217821782179
2022,2022-08-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,593.6216216216217
2022,2022-08-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,778.0218340611353
2022,2022-08-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,662.116935483871
2022,2022-08-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,486.7638888888889
2022,2022-08-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,371.06779661016947
2022,2022-08-01,fruit exotique,Prix moyen du produit importé en magasin,520
2022,2022-08-01,fruit exotique,Prix moyen du produit local en magasin,617.0703125
2022,2022-08-01,herbe aromatique,Prix moyen du produit local en magasin,203.58333333333334
2022,2022-08-01,légume frais : autres,Prix moyen du produit local en magasin,333.28125
2022,2022-08-01,"légume vert, asperge",Prix moyen du produit importé en magasin,954.3108108108108
2022,2022-08-01,"légume vert, asperge",Prix moyen du produit local en magasin,940.3125
2022,2022-08-01,"melon, pastèque",Prix moyen du produit importé en magasin,639.0281690140845
2022,2022-08-01,"melon, pastèque",Prix moyen du produit local en magasin,599.6153846153846
2022,2022-08-01,salade et tomate,Prix moyen du produit importé en magasin,761.9642857142857
2022,2022-08-01,salade et tomate,Prix moyen du produit local en magasin,1147.2435897435898
2022,2022-09-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,880.6521739130435
2022,2022-09-01,agrume,Prix moyen du produit importé en magasin,943.2847682119206
2022,2022-09-01,agrume,Prix moyen du produit local en magasin,683.3521126760563
2022,2022-09-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,352.78026905829597
2022,2022-09-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,464.25
2022,2022-09-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,1191.0815450643777
2022,2022-09-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,895.2617283950617
2022,2022-09-01,"banane, kiwi",Prix moyen du produit importé en magasin,3995
2022,2022-09-01,"banane, kiwi",Prix moyen du produit local en magasin,864.8780487804878
2022,2022-09-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,399.3888888888889
2022,2022-09-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,572.027027027027
2022,2022-09-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,900.3605015673982
2022,2022-09-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,759.3126050420168
2022,2022-09-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,681.4423076923077
2022,2022-09-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,540.3198653198654
2022,2022-09-01,fruit exotique,Prix moyen du produit importé en magasin,495
2022,2022-09-01,fruit exotique,Prix moyen du produit local en magasin,618.7951219512195
2022,2022-09-01,herbe aromatique,Prix moyen du produit local en magasin,200.4
2022,2022-09-01,légume frais : autres,Prix moyen du produit local en magasin,329.01960784313724
2022,2022-09-01,"légume vert, asperge",Prix moyen du produit importé en magasin,1080.8620689655172
2022,2022-09-01,"légume vert, asperge",Prix moyen du produit local en magasin,1243.0357142857142
2022,2022-09-01,"melon, pastèque",Prix moyen du produit importé en magasin,683.5483870967741
2022,2022-09-01,"melon, pastèque",Prix moyen du produit local en magasin,674.85
2022,2022-09-01,salade et tomate,Prix moyen du produit importé en magasin,820.609756097561
2022,2022-09-01,salade et tomate,Prix moyen du produit local en magasin,1065.4471544715448
2022,2022-10-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,842.1875
2022,2022-10-01,agrume,Prix moyen du produit importé en magasin,920.6876876876877
2022,2022-10-01,agrume,Prix moyen du produit local en magasin,640.1597222222222
2022,2022-10-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,398.462962962963
2022,2022-10-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,441.970297029703
2022,2022-10-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,1158.687074829932
2022,2022-10-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,828.8201754385965
2022,2022-10-01,"banane, kiwi",Prix moyen du produit importé en magasin,3995
2022,2022-10-01,"banane, kiwi",Prix moyen du produit local en magasin,810.1923076923077
2022,2022-10-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,428.94444444444446
2022,2022-10-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,593.3179487179488
2022,2022-10-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,748.7777777777778
2022,2022-10-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,650.3493282149713
2022,2022-10-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,651.5447154471544
2022,2022-10-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,462.51612903225805
2022,2022-10-01,fruit exotique,Prix moyen du produit importé en magasin,518.2142857142857
2022,2022-10-01,fruit exotique,Prix moyen du produit local en magasin,661.8009950248756
2022,2022-10-01,herbe aromatique,Prix moyen du produit local en magasin,182
2022,2022-10-01,légume frais : autres,Prix moyen du produit local en magasin,299.9916666666667
2022,2022-10-01,"légume vert, asperge",Prix moyen du produit importé en magasin,987.1401869158879
2022,2022-10-01,"légume vert, asperge",Prix moyen du produit local en magasin,1065.6896551724137
2022,2022-10-01,"melon, pastèque",Prix moyen du produit importé en magasin,698.7666666666667
2022,2022-10-01,"melon, pastèque",Prix moyen du produit local en magasin,677.8444444444444
2022,2022-10-01,salade et tomate,Prix moyen du produit importé en magasin,862.6842105263158
2022,2022-10-01,salade et tomate,Prix moyen du produit local en magasin,911.5721153846154
2022,2022-11-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,936.5483870967741
2022,2022-11-01,agrume,Prix moyen du produit importé en magasin,839.2527472527472
2022,2022-11-01,agrume,Prix moyen du produit local en magasin,771.9830028328612
2022,2022-11-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,463.0793103448276
2022,2022-11-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,447.0153846153846
2022,2022-11-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,989.8925081433225
2022,2022-11-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,692.4471403812825
2022,2022-11-01,"banane, kiwi",Prix moyen du produit local en magasin,900.8396946564885
2022,2022-11-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,452.92452830188677
2022,2022-11-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,602.416
2022,2022-11-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,789.2592592592592
2022,2022-11-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,638.8096774193548
2022,2022-11-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,498.77241379310345
2022,2022-11-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,394.10687022900765
2022,2022-11-01,fruit exotique,Prix moyen du produit importé en magasin,516.6315789473684
2022,2022-11-01,fruit exotique,Prix moyen du produit local en magasin,617.931914893617
2022,2022-11-01,herbe aromatique,Prix moyen du produit local en magasin,181.36363636363637
2022,2022-11-01,légume frais : autres,Prix moyen du produit local en magasin,290.44444444444446
2022,2022-11-01,"légume vert, asperge",Prix moyen du produit importé en magasin,984.6907216494845
2022,2022-11-01,"légume vert, asperge",Prix moyen du produit local en magasin,924.0697674418604
2022,2022-11-01,"melon, pastèque",Prix moyen du produit importé en magasin,682.6440677966102
2022,2022-11-01,"melon, pastèque",Prix moyen du produit local en magasin,574.868085106383
2022,2022-11-01,salade et tomate,Prix moyen du produit importé en magasin,861.8644067796611
2022,2022-11-01,salade et tomate,Prix moyen du produit local en magasin,934.6544850498339
2022,2022-12-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,896.8965517241379
2022,2022-12-01,agrume,Prix moyen du produit importé en magasin,814.6271186440678
2022,2022-12-01,agrume,Prix moyen du produit local en magasin,915.2409638554217
2022,2022-12-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,516.0601092896175
2022,2022-12-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,484.90697674418607
2022,2022-12-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,956.8356164383562
2022,2022-12-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,783.7253668763103
2022,2022-12-01,"banane, kiwi",Prix moyen du produit local en magasin,898.3796296296297
2022,2022-12-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,461.36842105263156
2022,2022-12-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,661.9209039548023
2022,2022-12-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,880.914364640884
2022,2022-12-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,693.6254752851711
2022,2022-12-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,573.8095238095239
2022,2022-12-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,505.78006872852234
2022,2022-12-01,fruit exotique,Prix moyen du produit importé en magasin,462.14285714285717
2022,2022-12-01,fruit exotique,Prix moyen du produit local en magasin,583.4325842696629
2022,2022-12-01,herbe aromatique,Prix moyen du produit local en magasin,219.625
2022,2022-12-01,légume frais : autres,Prix moyen du produit local en magasin,325.53333333333336
2022,2022-12-01,"légume vert, asperge",Prix moyen du produit importé en magasin,1014.4939759036145
2022,2022-12-01,"légume vert, asperge",Prix moyen du produit local en magasin,1130.7692307692307
2022,2022-12-01,"melon, pastèque",Prix moyen du produit importé en magasin,646.03125
2022,2022-12-01,"melon, pastèque",Prix moyen du produit local en magasin,516.2335025380711
2022,2022-12-01,salade et tomate,Prix moyen du produit importé en magasin,684
2022,2022-12-01,salade et tomate,Prix moyen du produit local en magasin,1058.3490566037735
2023,2023-01-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,887.3727272727273
2023,2023-01-01,agrume,Prix moyen du produit importé en magasin,714.3396226415094
2023,2023-01-01,agrume,Prix moyen du produit local en magasin,803.4223918575063
2023,2023-01-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,534.1789137380192
2023,2023-01-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,478.23728813559325
2023,2023-01-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,988.4354838709677
2023,2023-01-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,863.2
2023,2023-01-01,"banane, kiwi",Prix moyen du produit importé en magasin,890
2023,2023-01-01,"banane, kiwi",Prix moyen du produit local en magasin,794.1176470588235
2023,2023-01-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,429.375
2023,2023-01-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,643.2131979695431
2023,2023-01-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,848.7525
2023,2023-01-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,703.4203152364273
2023,2023-01-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,686.1224489795918
2023,2023-01-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,493.76253298153034
