Province,N_region,FK_DA1_Menage,N_group_prod veget,N_productions vegetales,Coef_extrap_GD
Province des Îles,Maré,J045P,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J045P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J043P,Productions végétales totales,Tubercule,6
Province des Îles,Maré,J043P,Productions végétales totales,Légume & fruit plein champ,6
Province des Îles,Maré,J043P,Productions végétales totales,Cultures spéciales,6
Province des Îles,Maré,J043P,Productions végétales totales,Banane dessert,6
Province des Îles,Maré,J043P,Productions végétales totales,Arbre fruitier,6
Province des Îles,Maré,J043P,Productions végétales totales,Banane poingo,6
Province des Îles,Maré,J043P,Productions végétales totales,Cocotier,6
Province des Îles,Maré,J042P,Productions végétales totales,Cultures spéciales,4
Province des Îles,Maré,J042P,Productions végétales totales,Légume & fruit plein champ,4
Province des Îles,Maré,J042P,Productions végétales totales,Banane poingo,4
Province des Îles,Maré,J042P,Productions végétales totales,Banane dessert,4
Province des Îles,Maré,J042P,Productions végétales totales,Tubercule,4
Province des Îles,Maré,J042P,Productions végétales totales,Arbre fruitier,4
Province des Îles,Maré,J041S,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J041S,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J041S,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J041S,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J041S,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J039P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J039P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J039P,Productions végétales totales,Cultures spéciales,5
Province des Îles,Maré,J039P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J039P,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J039P,Productions végétales totales,Banane poingo,5
Province des Îles,Maré,J038S,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J038S,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J038S,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J038S,Productions végétales totales,Cultures spéciales,5
Province des Îles,Maré,J038S,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J038S,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J037H,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J037H,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J037H,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J037H,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J036P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J036P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J036P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J036P,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J036P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J036H,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J036H,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J036H,Productions végétales totales,Banane poingo,12
Province des Îles,Maré,J036H,Productions végétales totales,Cultures spéciales,12
Province des Îles,Maré,J036H,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J036H,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J036H,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J035H,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J035H,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J035H,Productions végétales totales,Cultures spéciales,9
Province des Îles,Maré,J035H,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J035H,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J035H,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J034H,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J034H,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J034H,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J034H,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J033H,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J033H,Productions végétales totales,Banane poingo,5
Province des Îles,Maré,J033H,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J033H,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J033H,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J033H,Productions végétales totales,Cultures spéciales,5
Province des Îles,Maré,J033H,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J032P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J032P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J032P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J032P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J032H,Productions végétales totales,Tubercule,6
Province des Îles,Maré,J032H,Productions végétales totales,Arbre fruitier,6
Province des Îles,Maré,J032H,Productions végétales totales,Cocotier,6
Province des Îles,Maré,J032H,Productions végétales totales,Légume & fruit plein champ,6
Province des Îles,Maré,J032H,Productions végétales totales,Cultures spéciales,6
Province des Îles,Maré,J032H,Productions végétales totales,Banane dessert,6
Province des Îles,Maré,J031H,Productions végétales totales,Arbre fruitier,6
Province des Îles,Maré,J031H,Productions végétales totales,Légume & fruit plein champ,6
Province des Îles,Maré,J031H,Productions végétales totales,Tubercule,6
Province des Îles,Maré,J031H,Productions végétales totales,Banane dessert,6
Province des Îles,Maré,J031H,Productions végétales totales,Cultures spéciales,6
Province des Îles,Maré,J030P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J030P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J030P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J030H,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J030H,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J030H,Productions végétales totales,Banane poingo,5
Province des Îles,Maré,J030H,Productions végétales totales,Cultures spéciales,5
Province des Îles,Maré,J030H,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J030H,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J030H,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J029H,Productions végétales totales,Légume & fruit plein champ,6
Province des Îles,Maré,J029H,Productions végétales totales,Arbre fruitier,6
Province des Îles,Maré,J029H,Productions végétales totales,Cocotier,6
Province des Îles,Maré,J028P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J028P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J028P,Productions végétales totales,Cultures spéciales,5
Province des Îles,Maré,J028P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J028P,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J028P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J028H,Productions végétales totales,Tubercule,6
Province des Îles,Maré,J028H,Productions végétales totales,Légume & fruit plein champ,6
Province des Îles,Maré,J028H,Productions végétales totales,Cultures spéciales,6
Province des Îles,Maré,J028H,Productions végétales totales,Banane dessert,6
Province des Îles,Maré,J028H,Productions végétales totales,Arbre fruitier,6
Province des Îles,Maré,J028H,Productions végétales totales,Cocotier,6
Province des Îles,Maré,J027P,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J027P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J027P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J027H,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J027H,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J027H,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J027H,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J027H,Productions végétales totales,Banane poingo,5
Province des Îles,Maré,J027H,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J026P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J026P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J026P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J026P,Productions végétales totales,Cultures spéciales,5
Province des Îles,Maré,J026P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J026P,Productions végétales totales,Banane poingo,5
Province des Îles,Maré,J026P,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J026H,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J026H,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J026H,Productions végétales totales,Cultures spéciales,9
Province des Îles,Maré,J026H,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J026H,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J026H,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J025H,Productions végétales totales,Légume & fruit plein champ,6
Province des Îles,Maré,J025H,Productions végétales totales,Tubercule,6
Province des Îles,Maré,J025H,Productions végétales totales,Banane poingo,6
Province des Îles,Maré,J025H,Productions végétales totales,Cocotier,6
Province des Îles,Maré,J025H,Productions végétales totales,Arbre fruitier,6
Province des Îles,Maré,J025H,Productions végétales totales,Banane dessert,6
Province des Îles,Maré,J024P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J024P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J024P,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J024P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J024P,Productions végétales totales,Cultures spéciales,5
Province des Îles,Maré,J024P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J024H,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J024H,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J024H,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J024H,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J024H,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J023P,Productions végétales totales,Légume & fruit plein champ,4
