Province,N_region,FK_DA1_Menage,N_group_prod veget,N_productions vegetales,Coef_extrap_GD
Province Sud,Sud Est,G176S,Cultures spéciales,Canne à sucre,11
Province Sud,Sud Est,G176S,Légume & fruit plein champ,Concombre,11
Province Sud,Sud Est,G176S,Légume & fruit plein champ,Poivron,11
Province Sud,Sud Est,G176S,Légume & fruit plein champ,Citrouille,11
Province Sud,Sud Est,G176S,Légume & fruit plein champ,Haricot vert,11
Province Sud,Sud Est,G176S,Légume & fruit plein champ,Maïs doux,11
Province Sud,Sud Est,G176S,Légume & fruit plein champ,Salade,11
Province Sud,Sud Est,G176S,Légume & fruit plein champ,Carotte,11
Province Sud,Sud Est,G176S,Légume & fruit plein champ,Chou vert,11
Province Sud,Sud Est,G176S,Légume & fruit plein champ,Chou de chine,11
Province Sud,Sud Est,G176S,Légume & fruit plein champ,Tomate,11
Province Sud,Sud Est,G176S,Légume & fruit plein champ,Persil,11
Province Sud,Sud Est,G176S,Légume & fruit plein champ,Oignon vert,11
Province Sud,Sud Est,G176S,Tubercule,Patate douce,11
Province Sud,Sud Est,G176S,Arbre fruitier,Pomme cannelle,11
Province Sud,Sud Est,G176S,Légume & fruit plein champ,Pastèque,11
Province Sud,Sud Est,G176S,Banane dessert,Banane dessert,11
Province Sud,Sud Est,G176S,Arbre fruitier,Papaye,11
Province Sud,Sud Est,G176S,Arbre fruitier,Pamplemousse,11
Province Sud,Sud Est,G176S,Arbre fruitier,Orange,11
Province Sud,Sud Est,G176S,Arbre fruitier,Fruit à pain,11
Province Sud,Sud Est,G176S,Arbre fruitier,Pomme citerne,11
Province Sud,Sud Est,G176S,Arbre fruitier,Litchi,11
Province Sud,Sud Est,G176S,Arbre fruitier,Citron et lime,11
Province Sud,Sud Est,G176S,Arbre fruitier,Avocat,11
Province Sud,Sud Est,G176S,Arbre fruitier,Mangue,11
Province Sud,Sud Est,G176S,Cocotier,Cocotier,11
Province Sud,Sud Est,G176P,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G176P,Tubercule,Manioc,9
Province Sud,Sud Est,G176P,Tubercule,Igname de saison,9
Province Sud,Sud Est,G176P,Légume & fruit plein champ,Concombre,9
Province Sud,Sud Est,G176P,Légume & fruit plein champ,Citrouille,9
Province Sud,Sud Est,G176P,Légume & fruit plein champ,Tomate,9
Province Sud,Sud Est,G176P,Légume & fruit plein champ,Salade,9
Province Sud,Sud Est,G176P,Banane poingo,Banane poingo,9
Province Sud,Sud Est,G176P,Légume & fruit plein champ,Pomme de terre,9
Province Sud,Sud Est,G176P,Tubercule,Patate douce,9
Province Sud,Sud Est,G176P,Arbre fruitier,Avocat,9
Province Sud,Sud Est,G176P,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G175P,Légume & fruit plein champ,Pomme de terre,9
Province Sud,Sud Est,G175P,Arbre fruitier,Papaye,9
Province Sud,Sud Est,G175P,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G175P,Cocotier,Cocotier,9
Province Sud,Sud Est,G175P,Arbre fruitier,Cœur de bœuf,9
Province Sud,Sud Est,G175P,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G175P,Légume & fruit plein champ,Citrouille,9
Province Sud,Sud Est,G175P,Légume & fruit plein champ,Chou de chine,9
Province Sud,Sud Est,G175P,Tubercule,Manioc,9
Province Sud,Sud Est,G175P,Tubercule,Taro de montagne,9
Province Sud,Sud Est,G175P,Tubercule,Taro d'eau,9
Province Sud,Sud Est,G175P,Banane poingo,Banane poingo,9
Province Sud,Sud Est,G175P,Tubercule,Igname de saison,9
Province Sud,Sud Est,G175P,Arbre fruitier,Fruit à pain,9
Province Sud,Sud Est,G175P,Arbre fruitier,Pêche,9
Province Sud,Sud Est,G175P,Arbre fruitier,Avocat,9
Province Sud,Sud Est,G175P,Arbre fruitier,Litchi,9
Province Sud,Sud Est,G174P,Légume & fruit plein champ,Tomate,10
Province Sud,Sud Est,G174P,Légume & fruit plein champ,Carotte,10
Province Sud,Sud Est,G174P,Légume & fruit plein champ,Salade,10
Province Sud,Sud Est,G174P,Arbre fruitier,Pêche,10
Province Sud,Sud Est,G174P,Arbre fruitier,Papaye,10
Province Sud,Sud Est,G174P,Cocotier,Cocotier,10
Province Sud,Sud Est,G174P,Tubercule,Patate douce,10
Province Sud,Sud Est,G174P,Légume & fruit plein champ,Piment,10
Province Sud,Sud Est,G174P,Légume & fruit plein champ,Poivron,10
Province Sud,Sud Est,G174P,Légume & fruit plein champ,Oignon vert,10
Province Sud,Sud Est,G174P,Banane poingo,Banane poingo,10
Province Sud,Sud Est,G174P,Tubercule,Taro de montagne,10
Province Sud,Sud Est,G174P,Légume & fruit plein champ,Ananas,10
Province Sud,Sud Est,G174P,Tubercule,Manioc,10
Province Sud,Sud Est,G174P,Tubercule,Igname de saison,10
Province Sud,Sud Est,G173S,Légume & fruit plein champ,Citrouille,10
Province Sud,Sud Est,G173S,Tubercule,Manioc,10
Province Sud,Sud Est,G173S,Tubercule,Igname de saison,10
Province Sud,Sud Est,G173S,Arbre fruitier,Corossol,10
Province Sud,Sud Est,G173S,Arbre fruitier,Papaye,10
Province Sud,Sud Est,G173S,Arbre fruitier,cerisier,10
Province Sud,Sud Est,G173S,Arbre fruitier,Citron et lime,10
Province Sud,Sud Est,G173S,Arbre fruitier,Avocat,10
Province Sud,Sud Est,G173S,Arbre fruitier,Pamplemousse,10
Province Sud,Sud Est,G173S,Banane poingo,Banane poingo,10
Province Sud,Sud Est,G173S,Banane dessert,Banane dessert,10
Province Sud,Sud Est,G173S,Arbre fruitier,Litchi,10
Province Sud,Sud Est,G173S,Arbre fruitier,Jacques,10
Province Sud,Sud Est,G173S,Arbre fruitier,Mangue,10
Province Sud,Sud Est,G173S,Arbre fruitier,jamelonier,10
Province Sud,Sud Est,G173P,Légume & fruit plein champ,Pomme de terre,11
Province Sud,Sud Est,G173P,Arbre fruitier,Papaye,11
Province Sud,Sud Est,G173P,Légume & fruit plein champ,Citrouille,11
Province Sud,Sud Est,G173P,Tubercule,Taro de montagne,11
Province Sud,Sud Est,G173P,Banane dessert,Banane dessert,11
Province Sud,Sud Est,G173P,Légume & fruit plein champ,Maïs doux,11
Province Sud,Sud Est,G173P,Tubercule,Igname de saison,11
Province Sud,Sud Est,G173P,Légume & fruit plein champ,Chou kanak,11
Province Sud,Sud Est,G173P,Arbre fruitier,Corossol,11
Province Sud,Sud Est,G173P,Arbre fruitier,Fruit à pain,11
Province Sud,Sud Est,G173P,Arbre fruitier,Mangue,11
Province Sud,Sud Est,G173P,Arbre fruitier,Litchi,11
Province Sud,Sud Est,G173P,Arbre fruitier,Avocat,11
Province Sud,Sud Est,G173P,Arbre fruitier,Pamplemousse,11
Province Sud,Sud Est,G173P,Arbre fruitier,Citron et lime,11
Province Sud,Sud Est,G173P,Cocotier,Cocotier,11
Province Sud,Sud Est,G173P,Légume & fruit plein champ,Chouchoute,11
Province Sud,Sud Est,G173P,Banane poingo,Banane poingo,11
Province Sud,Sud Est,G172S,Cocotier,Cocotier,9
Province Sud,Sud Est,G172S,Tubercule,Taro de montagne,9
Province Sud,Sud Est,G172S,Tubercule,Patate douce,9
Province Sud,Sud Est,G172S,Tubercule,Manioc,9
Province Sud,Sud Est,G172S,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G172S,Banane poingo,Banane poingo,9
Province Sud,Sud Est,G172S,Tubercule,Igname de saison,9
Province Sud,Sud Est,G172S,Arbre fruitier,Papaye,9
Province Sud,Sud Est,G172S,Cultures spéciales,Canne à sucre,9
Province Sud,Sud Est,G172S,Légume & fruit plein champ,Chou vert,9
Province Sud,Sud Est,G172S,Légume & fruit plein champ,Salade,9
Province Sud,Sud Est,G172S,Légume & fruit plein champ,Chou kanak,9
Province Sud,Sud Est,G172S,Légume & fruit plein champ,Tomate,9
Province Sud,Sud Est,G172S,Légume & fruit plein champ,Squash,9
Province Sud,Sud Est,G172S,Légume & fruit plein champ,Citrouille,9
Province Sud,Sud Est,G172S,Légume & fruit plein champ,Chouchoute,9
Province Sud,Sud Est,G172S,Légume & fruit plein champ,Pomme liane,9
Province Sud,Sud Est,G172S,Arbre fruitier,Avocat,9
Province Sud,Sud Est,G172S,Arbre fruitier,Citron et lime,9
Province Sud,Sud Est,G172S,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G172S,Arbre fruitier,Pomme citerne,9
Province Sud,Sud Est,G172S,Arbre fruitier,Mandarine,9
Province Sud,Sud Est,G172S,Arbre fruitier,Orange,9
Province Sud,Sud Est,G171P,Tubercule,Patate douce,9
Province Sud,Sud Est,G171P,Tubercule,Manioc,9
Province Sud,Sud Est,G171P,Tubercule,Igname de saison,9
Province Sud,Sud Est,G171P,Arbre fruitier,Pomme citerne,9
Province Sud,Sud Est,G171P,Légume & fruit plein champ,Ananas,9
Province Sud,Sud Est,G171P,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G171P,Arbre fruitier,Citron et lime,9
Province Sud,Sud Est,G171P,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G171P,Arbre fruitier,Corossol,9
Province Sud,Sud Est,G171P,Arbre fruitier,Cœur de bœuf,9
Province Sud,Sud Est,G171P,Arbre fruitier,Pomme kanak,9
Province Sud,Sud Est,G171P,Arbre fruitier,Litchi,9
Province Sud,Sud Est,G171P,Arbre fruitier,Pêche,9
Province Sud,Sud Est,G171P,Arbre fruitier,Pomme cannelle,9
Province Sud,Sud Est,G171P,Arbre fruitier,Avocat,9
Province Sud,Sud Est,G171P,Arbre fruitier,Orange,9
Province Sud,Sud Est,G171P,Arbre fruitier,Mandarine,9
Province Sud,Sud Est,G168P,Cultures spéciales,Citronnelle,9
Province Sud,Sud Est,G168P,Cultures spéciales,Canne à sucre,9
Province Sud,Sud Est,G168P,Légume & fruit plein champ,Pastèque,9
Province Sud,Sud Est,G168P,Arbre fruitier,Orange,9
Province Sud,Sud Est,G168P,Arbre fruitier,Mandarine,9
Province Sud,Sud Est,G168P,Arbre fruitier,Goyave,9
Province Sud,Sud Est,G168P,Cocotier,Cocotier,9
Province Sud,Sud Est,G168P,Arbre fruitier,Citron et lime,9
Province Sud,Sud Est,G168P,Arbre fruitier,Papaye,9
Province Sud,Sud Est,G168P,Banane poingo,Banane poingo,9
Province Sud,Sud Est,G168P,Tubercule,Taro d'eau,9
Province Sud,Sud Est,G168P,Tubercule,Taro de montagne,9
Province Sud,Sud Est,G168P,Tubercule,Manioc,9
Province Sud,Sud Est,G168P,Tubercule,Igname de saison,9
Province Sud,Sud Est,G168P,Tubercule,Patate douce,9
Province Sud,Sud Est,G168P,Légume & fruit plein champ,Pomme de terre,9
Province Sud,Sud Est,G168P,Légume & fruit plein champ,Tomate,9
Province Sud,Sud Est,G168P,Légume & fruit plein champ,Salade,9
Province Sud,Sud Est,G168P,Légume & fruit plein champ,Piment,9
Province Sud,Sud Est,G168P,Légume & fruit plein champ,Citrouille,9
Province Sud,Sud Est,G168P,Légume & fruit plein champ,Chouchoute,9
Province Sud,Sud Est,G168P,Légume & fruit plein champ,Chou vert,9
Province Sud,Sud Est,G168P,Légume & fruit plein champ,Chou kanak,9
Province Sud,Sud Est,G168P,Légume & fruit plein champ,Maïs doux,9
Province Sud,Sud Est,G168P,Arbre fruitier,Autres fruits (à préciser),9
Province Sud,Sud Est,G168P,Arbre fruitier,Pêche,9
Province Sud,Sud Est,G168P,Arbre fruitier,Pamplemousse,9
Province Sud,Sud Est,G168P,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G168P,Arbre fruitier,Litchi,9
Province Sud,Sud Est,G168P,Légume & fruit plein champ,Fraise,9
Province Sud,Sud Est,G168P,Arbre fruitier,Corossol,9
Province Sud,Sud Est,G168P,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G168P,Légume & fruit plein champ,Ananas,9
Province Sud,Sud Est,G168P,Arbre fruitier,Avocat,9
Province Sud,Sud Est,G168P,Légume & fruit plein champ,Chou de chine,9
Province Sud,Sud Est,G168P,Légume & fruit plein champ,Persil,9
Province Sud,Sud Est,G166S,Tubercule,Manioc,9
Province Sud,Sud Est,G166S,Tubercule,Igname de saison,9
Province Sud,Sud Est,G166S,Banane poingo,Banane poingo,9
Province Sud,Sud Est,G166S,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G166S,Tubercule,Patate douce,9
Province Sud,Sud Est,G166S,Cocotier,Cocotier,9
Province Sud,Sud Est,G166S,Légume & fruit plein champ,Chou de chine,9
Province Sud,Sud Est,G166S,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G166S,Arbre fruitier,Litchi,9
Province Sud,Sud Est,G166P,Banane poingo,Banane poingo,8
Province Sud,Sud Est,G166P,Banane dessert,Banane dessert,8
Province Sud,Sud Est,G166P,Tubercule,Manioc,8
Province Sud,Sud Est,G166P,Tubercule,Igname de saison,8
Province Sud,Sud Est,G166P,Légume & fruit plein champ,Tomate,8
Province Sud,Sud Est,G166P,Arbre fruitier,Papaye,8
Province Sud,Sud Est,G166P,Légume & fruit plein champ,Brèdes,8
Province Sud,Sud Est,G166P,Légume & fruit plein champ,Chou kanak,8
Province Sud,Sud Est,G166P,Légume & fruit plein champ,Persil,8
Province Sud,Sud Est,G166P,Légume & fruit plein champ,Pomme de terre,8
Province Sud,Sud Est,G166P,Légume & fruit plein champ,Citrouille,8
Province Sud,Sud Est,G166P,Légume & fruit plein champ,Maïs doux,8
Province Sud,Sud Est,G166P,Légume & fruit plein champ,Chou de chine,8
Province Sud,Sud Est,G166P,Légume & fruit plein champ,Oignon vert,8
Province Sud,Sud Est,G166P,Cultures spéciales,Canne à sucre,8
Province Sud,Sud Est,G166P,Arbre fruitier,Fruit à pain,8
Province Sud,Sud Est,G166P,Légume & fruit plein champ,Ambrevade,8
Province Sud,Sud Est,G166P,Arbre fruitier,Goyave,8
Province Sud,Sud Est,G166P,Arbre fruitier,Cœur de bœuf,8
Province Sud,Sud Est,G166P,Arbre fruitier,Corossol,8
Province Sud,Sud Est,G166P,Arbre fruitier,Avocat,8
Province Sud,Sud Est,G166P,Arbre fruitier,kaki,8
Province Sud,Sud Est,G166P,Arbre fruitier,Litchi,8
Province Sud,Sud Est,G166P,Arbre fruitier,Orange,8
Province Sud,Sud Est,G166P,Arbre fruitier,Mangue,8
Province Sud,Sud Est,G163P,Tubercule,Manioc,9
Province Sud,Sud Est,G163P,Tubercule,Igname de saison,9
Province Sud,Sud Est,G163P,Légume & fruit plein champ,Chouchoute,9
Province Sud,Sud Est,G163P,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G163P,Cocotier,Cocotier,9
Province Sud,Sud Est,G163P,Arbre fruitier,Avocat,9
Province Sud,Sud Est,G163P,Arbre fruitier,Pêche,9
Province Sud,Sud Est,G163P,Arbre fruitier,Litchi,9
Province Sud,Sud Est,G163P,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G162S,Tubercule,Igname de saison,9
Province Sud,Sud Est,G162S,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G162S,Banane poingo,Banane poingo,9
Province Sud,Sud Est,G162S,Tubercule,Manioc,9
Province Sud,Sud Est,G162S,Tubercule,Taro d'eau,9
Province Sud,Sud Est,G162S,Légume & fruit plein champ,Oignon vert,9
Province Sud,Sud Est,G162S,Arbre fruitier,Pamplemousse,9
Province Sud,Sud Est,G162S,Arbre fruitier,Mandarine,9
Province Sud,Sud Est,G162S,Arbre fruitier,Citron et lime,9
Province Sud,Sud Est,G162S,Cocotier,Cocotier,9
Province Sud,Sud Est,G162S,Arbre fruitier,Corossol,9
Province Sud,Sud Est,G162S,Arbre fruitier,kaki,9
Province Sud,Sud Est,G162S,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G162S,Arbre fruitier,Pêche,9
Province Sud,Sud Est,G162S,Arbre fruitier,Avocat,9
Province Sud,Sud Est,G162S,Arbre fruitier,Litchi,9
Province Sud,Sud Est,G160S,Tubercule,Taro d'eau,8
Province Sud,Sud Est,G160S,Légume & fruit plein champ,Ananas,8
Province Sud,Sud Est,G160S,Tubercule,Manioc,8
Province Sud,Sud Est,G160S,Banane dessert,Banane dessert,8
Province Sud,Sud Est,G160S,Tubercule,Igname de saison,8
Province Sud,Sud Est,G160S,Arbre fruitier,Papaye,8
Province Sud,Sud Est,G160S,Légume & fruit plein champ,Tomate,8
Province Sud,Sud Est,G160S,Légume & fruit plein champ,Chou kanak,8
Province Sud,Sud Est,G160S,Cultures spéciales,Canne à sucre,8
Province Sud,Sud Est,G160S,Légume & fruit plein champ,Salade,8
Province Sud,Sud Est,G160S,Légume & fruit plein champ,Chouchoute,8
Province Sud,Sud Est,G160S,Légume & fruit plein champ,Citrouille,8
Province Sud,Sud Est,G160S,Arbre fruitier,Orange,8
Province Sud,Sud Est,G160S,Arbre fruitier,Mandarine,8
Province Sud,Sud Est,G158S,Tubercule,Patate douce,9
Province Sud,Sud Est,G158S,Tubercule,Igname de saison,9
Province Sud,Sud Est,G158S,Tubercule,Manioc,9
Province Sud,Sud Est,G158S,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G158S,Légume & fruit plein champ,Chou kanak,9
Province Sud,Sud Est,G158S,Arbre fruitier,Tamarin,9
Province Sud,Sud Est,G158S,Arbre fruitier,Papaye,9
Province Sud,Sud Est,G158S,Arbre fruitier,Orange,9
Province Sud,Sud Est,G158S,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G158S,Arbre fruitier,Mandarine,9
Province Sud,Sud Est,G158S,Arbre fruitier,Corossol,9
Province Sud,Sud Est,G158S,Cocotier,Cocotier,9
Province Sud,Sud Est,G158S,Arbre fruitier,Citron et lime,9
Province Sud,Sud Est,G158S,Légume & fruit plein champ,Ananas,9
Province Sud,Sud Est,G158P,Tubercule,Igname de saison,10
Province Sud,Sud Est,G158P,Cultures spéciales,Canne à sucre,10
Province Sud,Sud Est,G158P,Tubercule,Taro de montagne,10
Province Sud,Sud Est,G158P,Tubercule,Manioc,10
Province Sud,Sud Est,G158P,Banane dessert,Banane dessert,10
Province Sud,Sud Est,G158P,Arbre fruitier,Citron et lime,10
Province Sud,Sud Est,G158P,Arbre fruitier,Pêche,10
Province Sud,Sud Est,G158P,Arbre fruitier,jamelonier,10
Province Sud,Sud Est,G158P,Arbre fruitier,Litchi,10
Province Sud,Sud Est,G158P,Arbre fruitier,Mangue,10
Province Sud,Sud Est,G157P,Tubercule,Manioc,8
Province Sud,Sud Est,G157P,Tubercule,Patate douce,8
Province Sud,Sud Est,G157P,Tubercule,Igname de saison,8
Province Sud,Sud Est,G157P,Arbre fruitier,Avocat,8
Province Sud,Sud Est,G157P,Arbre fruitier,Papaye,8
Province Sud,Sud Est,G157P,Arbre fruitier,Mandarine,8
Province Sud,Sud Est,G157P,Arbre fruitier,Cœur de bœuf,8
Province Sud,Sud Est,G157P,Banane dessert,Banane dessert,8
Province Sud,Sud Est,G157P,Arbre fruitier,Fruit à pain,8
Province Sud,Sud Est,G157P,Arbre fruitier,Litchi,8
Province Sud,Sud Est,G154P,Légume & fruit plein champ,Pastèque,9
Province Sud,Sud Est,G154P,Légume & fruit plein champ,Concombre,9
Province Sud,Sud Est,G154P,Légume & fruit plein champ,Chou kanak,9
Province Sud,Sud Est,G154P,Légume & fruit plein champ,Chou de chine,9
Province Sud,Sud Est,G154P,Légume & fruit plein champ,Salade,9
Province Sud,Sud Est,G154P,Légume & fruit plein champ,Tomate,9
Province Sud,Sud Est,G154P,Légume & fruit plein champ,Oignon vert,9
Province Sud,Sud Est,G154P,Arbre fruitier,Papaye,9
Province Sud,Sud Est,G154P,Tubercule,Manioc,9
Province Sud,Sud Est,G154P,Banane poingo,Banane poingo,9
Province Sud,Sud Est,G154P,Tubercule,Igname de saison,9
Province Sud,Sud Est,G154P,Légume & fruit plein champ,Ananas,9
Province Sud,Sud Est,G154P,Légume & fruit plein champ,Pomme liane,9
Province Sud,Sud Est,G154P,Arbre fruitier,Citron et lime,9
Province Sud,Sud Est,G154P,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G154P,Cocotier,Cocotier,9
Province Sud,Sud Est,G154P,Arbre fruitier,Avocat,9
Province Sud,Sud Est,G154P,Arbre fruitier,Pamplemousse,9
Province Sud,Sud Est,G153P,Arbre fruitier,Mandarine,9
Province Sud,Sud Est,G153P,Arbre fruitier,Avocat,9
Province Sud,Sud Est,G153P,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G153P,Légume & fruit plein champ,Chouchoute,9
Province Sud,Sud Est,G153P,Légume & fruit plein champ,Chou kanak,9
Province Sud,Sud Est,G153P,Légume & fruit plein champ,Chou de chine,9
Province Sud,Sud Est,G153P,Légume & fruit plein champ,Salade,9
Province Sud,Sud Est,G153P,Tubercule,Igname de saison,9
Province Sud,Sud Est,G153P,Arbre fruitier,Citron et lime,9
Province Sud,Sud Est,G153P,Arbre fruitier,Papaye,9
Province Sud,Sud Est,G153P,Cocotier,Cocotier,9
Province Sud,Sud Est,G153P,Tubercule,Taro d'eau,9
Province Sud,Sud Est,G153P,Tubercule,Taro de montagne,9
Province Sud,Sud Est,G152P,Légume & fruit plein champ,Concombre,9
Province Sud,Sud Est,G152P,Légume & fruit plein champ,Carotte,9
Province Sud,Sud Est,G152P,Légume & fruit plein champ,Oignon vert,9
Province Sud,Sud Est,G152P,Légume & fruit plein champ,Chou vert,9
Province Sud,Sud Est,G152P,Tubercule,Manioc,9
Province Sud,Sud Est,G152P,Tubercule,Igname de saison,9
Province Sud,Sud Est,G152P,Arbre fruitier,Mangue,9
Province Sud,Sud Est,G152P,Arbre fruitier,Litchi,9
Province Sud,Sud Est,G151S,Légume & fruit plein champ,Poivron,9
Province Sud,Sud Est,G151S,Banane poingo,Banane poingo,9
Province Sud,Sud Est,G151S,Tubercule,Igname de saison,9
Province Sud,Sud Est,G151S,Cultures spéciales,Canne à sucre,9
Province Sud,Sud Est,G151S,Légume & fruit plein champ,Chou kanak,9
Province Sud,Sud Est,G151S,Légume & fruit plein champ,choux de montagne (Iles),9
Province Sud,Sud Est,G151S,Légume & fruit plein champ,Chou de chine,9
Province Sud,Sud Est,G151S,Légume & fruit plein champ,Tomate,9
Province Sud,Sud Est,G151S,Légume & fruit plein champ,Salade,9
Province Sud,Sud Est,G151S,Légume & fruit plein champ,Carotte,9
Province Sud,Sud Est,G151S,Légume & fruit plein champ,Chou vert,9
Province Sud,Sud Est,G151S,Tubercule,Manioc,9
Province Sud,Sud Est,G151S,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G151S,Arbre fruitier,Papaye,9
Province Sud,Sud Est,G151S,Arbre fruitier,Citron et lime,9
Province Sud,Sud Est,G151S,Cocotier,Cocotier,9
Province Sud,Sud Est,G148P,Tubercule,Patate douce,8
Province Sud,Sud Est,G148P,Tubercule,Manioc,8
Province Sud,Sud Est,G148P,Tubercule,Igname de saison,8
Province Sud,Sud Est,G148P,Arbre fruitier,Citron et lime,8
Province Sud,Sud Est,G148P,Cocotier,Cocotier,8
Province Sud,Sud Est,G148P,Arbre fruitier,Pamplemousse,8
Province Sud,Sud Est,G148P,Arbre fruitier,Mangue,8
Province Sud,Sud Est,G148P,Arbre fruitier,Pomme kanak,8
Province Sud,Sud Est,G148P,Arbre fruitier,Litchi,8
Province Sud,Sud Est,G147P,Tubercule,Manioc,6
Province Sud,Sud Est,G147P,Tubercule,Igname de saison,6
Province Sud,Sud Est,G147P,Légume & fruit plein champ,Citrouille,6
Province Sud,Sud Est,G147P,Légume & fruit plein champ,Chou kanak,6
Province Sud,Sud Est,G147P,Légume & fruit plein champ,Concombre,6
Province Sud,Sud Est,G147P,Légume & fruit plein champ,Pastèque,6
Province Sud,Sud Est,G147P,Tubercule,Taro de montagne,6
Province Sud,Sud Est,G147P,Légume & fruit plein champ,Pomme de terre,6
Province Sud,Sud Est,G147P,Légume & fruit plein champ,Carotte,6
Province Sud,Sud Est,G147P,Légume & fruit plein champ,Tomate,6
Province Sud,Sud Est,G147P,Légume & fruit plein champ,Salade,6
Province Sud,Sud Est,G147P,Légume & fruit plein champ,Chou vert,6
Province Sud,Sud Est,G147P,Tubercule,Patate douce,6
Province Sud,Sud Est,G147P,Banane dessert,Banane dessert,6
Province Sud,Sud Est,G147P,Banane poingo,Banane poingo,6
Province Sud,Sud Est,G147P,Arbre fruitier,Avocat,6
Province Sud,Sud Est,G147P,Arbre fruitier,Cœur de bœuf,6
Province Sud,Sud Est,G147P,Arbre fruitier,Mandarine,6
Province Sud,Sud Est,G147P,Arbre fruitier,Citron et lime,6
Province Sud,Sud Est,G147P,Arbre fruitier,Pomme cannelle,6
Province Sud,Sud Est,G147P,Arbre fruitier,Fruit à pain,6
Province Sud,Sud Est,G147P,Arbre fruitier,Pomme kanak,6
Province Sud,Sud Est,G146P,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G146P,Banane poingo,Banane poingo,9
Province Sud,Sud Est,G146P,Tubercule,Manioc,9
Province Sud,Sud Est,G146P,Tubercule,Igname de saison,9
Province Sud,Sud Est,G146P,Légume & fruit plein champ,Chou vert,9
Province Sud,Sud Est,G146P,Cocotier,Cocotier,9
Province Sud,Sud Est,G146P,Arbre fruitier,Papaye,9
Province Sud,Sud Est,G146P,Légume & fruit plein champ,Persil,9
Province Sud,Sud Est,G146P,Légume & fruit plein champ,Carotte,9
Province Sud,Sud Est,G146P,Légume & fruit plein champ,Tomate,9
Province Sud,Sud Est,G146P,Légume & fruit plein champ,Salade,9
Province Sud,Sud Est,G146P,Légume & fruit plein champ,Chou kanak,9
Province Sud,Sud Est,G143P,Arbre fruitier,Pêche,7
Province Sud,Sud Est,G143P,Légume & fruit plein champ,Salade,7
Province Sud,Sud Est,G143P,Légume & fruit plein champ,Radis,7
Province Sud,Sud Est,G143P,Légume & fruit plein champ,Chou vert,7
Province Sud,Sud Est,G143P,Légume & fruit plein champ,Persil,7
Province Sud,Sud Est,G143P,Légume & fruit plein champ,Carotte,7
Province Sud,Sud Est,G143P,Arbre fruitier,Avocat,7
Province Sud,Sud Est,G143P,Arbre fruitier,Mangue,7
Province Sud,Sud Est,G143P,Arbre fruitier,Litchi,7
Province Sud,Sud Est,G143P,Arbre fruitier,Orange,7
Province Sud,Sud Est,G143P,Tubercule,Igname de saison,7
Province Sud,Sud Est,G143P,Tubercule,Manioc,7
Province Sud,Sud Est,G143P,Légume & fruit plein champ,Pomme de terre,7
Province Sud,Sud Est,G143P,Cultures spéciales,Canne à sucre,7
Province Sud,Sud Est,G143P,Légume & fruit plein champ,Oignon vert,7
Province Sud,Sud Est,G143P,Tubercule,Taro d'eau,7
Province Sud,Sud Est,G143P,Arbre fruitier,Fruit à pain,7
Province Sud,Sud Est,G143P,Arbre fruitier,jamelonier,7
Province Sud,Sud Est,G143P,Légume & fruit plein champ,Piment,7
Province Sud,Sud Est,G143P,Légume & fruit plein champ,Citrouille,7
Province Sud,Sud Est,G143P,Arbre fruitier,Papaye,7
Province Sud,Sud Est,G143P,Arbre fruitier,Citron et lime,7
Province Sud,Sud Est,G143P,Arbre fruitier,Pamplemousse,7
Province Sud,Sud Est,G143P,Banane dessert,Banane dessert,7
Province Sud,Sud Est,G143P,Cocotier,Cocotier,7
Province Sud,Sud Est,G141S,Banane poingo,Banane poingo,9
Province Sud,Sud Est,G141S,Banane dessert,Banane dessert,9
Province Sud,Sud Est,G141S,Tubercule,Taro d'eau,9
Province Sud,Sud Est,G141S,Tubercule,Patate douce,9
Province Sud,Sud Est,G141S,Tubercule,Manioc,9
Province Sud,Sud Est,G141S,Tubercule,Igname de saison,9
Province Sud,Sud Est,G141S,Arbre fruitier,Mandarine,9
Province Sud,Sud Est,G141S,Arbre fruitier,Orange,9
Province Sud,Sud Est,G141S,Arbre fruitier,Autres fruits (à préciser),9
Province Sud,Sud Est,G141S,Arbre fruitier,Avocat,9
