geo_pict,time_period,imports_t,type,obs_value,Name,import_hab_kg
NR,2001,82,Légumes et tubercules,10050,Nauru,8.159203980099502
NR,2002,275,Légumes et tubercules,10070,Nauru,27.30883813306852
NR,2003,113,Légumes et tubercules,10080,Nauru,11.21031746031746
NR,2004,61,Légumes et tubercules,10100,Nauru,6.03960396039604
NR,2005,123,Légumes et tubercules,10110,Nauru,12.166172106824925
NR,2006,81,Légumes et tubercules,10090,Nauru,8.027750247770069
NR,2007,84,Légumes et tubercules,10080,Nauru,8.333333333333334
NR,2008,57,Légumes et tubercules,10060,Nauru,5.666003976143141
NR,2009,59,Légumes et tubercules,10050,Nauru,5.870646766169155
NR,2010,57,Légumes et tubercules,10030,Nauru,5.682951146560319
NR,2011,110,Légumes et tubercules,10200,Nauru,10.784313725490195
NR,2012,229,Légumes et tubercules,10370,Nauru,22.082931533269043
NR,2013,563,Légumes et tubercules,10540,Nauru,53.415559772296014
NR,2014,678,Légumes et tubercules,10710,Nauru,63.305322128851536
NR,2015,271,Légumes et tubercules,10880,Nauru,24.90808823529412
NR,2016,288,Légumes et tubercules,11060,Nauru,26.039783001808317
NR,2017,360,Légumes et tubercules,11230,Nauru,32.05699020480854
NR,2018,481,Légumes et tubercules,11400,Nauru,42.19298245614035
TV,1996,5,Légumes et tubercules,9268,Tuvalu,0.5394907207596029
TV,1997,28,Légumes et tubercules,9306,Tuvalu,3.0088115194498175
TV,1998,56,Légumes et tubercules,9344,Tuvalu,5.993150684931506
TV,1999,40,Légumes et tubercules,9382,Tuvalu,4.263483265828182
TV,2000,39,Légumes et tubercules,9420,Tuvalu,4.140127388535031
TV,2001,54,Légumes et tubercules,9542,Tuvalu,5.659190945294488
TV,2002,135,Légumes et tubercules,9664,Tuvalu,13.969370860927153
TV,2003,98,Légumes et tubercules,9786,Tuvalu,10.014306151645208
TV,2004,175,Légumes et tubercules,9908,Tuvalu,17.66249495357287
TV,2005,232,Légumes et tubercules,10030,Tuvalu,23.13060817547358
TV,2006,165,Légumes et tubercules,10130,Tuvalu,16.288252714708786
TV,2007,128,Légumes et tubercules,10230,Tuvalu,12.512218963831867
TV,2008,161,Légumes et tubercules,10330,Tuvalu,15.58567279767667
TV,2009,135,Légumes et tubercules,10430,Tuvalu,12.943432406519655
TV,2010,157,Légumes et tubercules,10530,Tuvalu,14.909781576448244
TV,2011,268,Légumes et tubercules,10510,Tuvalu,25.49952426260704
TV,2012,197,Légumes et tubercules,10480,Tuvalu,18.797709923664122
TV,2013,134,Légumes et tubercules,10460,Tuvalu,12.810707456978967
TV,2014,145,Légumes et tubercules,10430,Tuvalu,13.902205177372963
TV,2015,128,Légumes et tubercules,10410,Tuvalu,12.295869356388089
TV,2016,197,Légumes et tubercules,10390,Tuvalu,18.960538979788257
TV,2017,135,Légumes et tubercules,10359,Tuvalu,13.032145960034752
TV,2018,118,Légumes et tubercules,10422,Tuvalu,11.322203032047591
KI,1995,347,Légumes et tubercules,77700,Kiribati,4.465894465894466
KI,1996,446,Légumes et tubercules,79040,Kiribati,5.642712550607287
KI,1997,379,Légumes et tubercules,80380,Kiribati,4.715103259517293
KI,1998,271,Légumes et tubercules,81720,Kiribati,3.3162016642192853
KI,1999,356,Légumes et tubercules,83060,Kiribati,4.2860582711293045
KI,2000,265,Légumes et tubercules,84400,Kiribati,3.139810426540284
KI,2001,176,Légumes et tubercules,85980,Kiribati,2.046987671551524
KI,2002,225,Légumes et tubercules,87560,Kiribati,2.5696665143901325
KI,2003,385,Légumes et tubercules,89140,Kiribati,4.319048687457932
KI,2004,518,Légumes et tubercules,90720,Kiribati,5.709876543209877
KI,2005,564,Légumes et tubercules,92300,Kiribati,6.1105092091007585
KI,2006,538,Légumes et tubercules,94380,Kiribati,5.7003602458147915
KI,2007,512,Légumes et tubercules,96460,Kiribati,5.307899647522289
KI,2008,423,Légumes et tubercules,98540,Kiribati,4.2926730261822605
KI,2009,352,Légumes et tubercules,100620,Kiribati,3.498310475054661
KI,2010,296,Légumes et tubercules,102700,Kiribati,2.882181110029211
KI,2011,537,Légumes et tubercules,104000,Kiribati,5.163461538461538
KI,2012,406,Légumes et tubercules,105300,Kiribati,3.855650522317189
KI,2013,274,Légumes et tubercules,106600,Kiribati,2.5703564727954973
KI,2014,351,Légumes et tubercules,107800,Kiribati,3.2560296846011134
KI,2015,353,Légumes et tubercules,109119,Kiribati,3.23500032075074
KI,2016,318,Légumes et tubercules,110981,Kiribati,2.86535533109271
KI,2017,314,Légumes et tubercules,112880,Kiribati,2.7817150956768253
KI,2018,328,Légumes et tubercules,114807,Kiribati,2.856968651737263
FM,1998,12,Fruits,107500,Micronésie,0.11162790697674418
FM,1999,102,Fruits,107400,Micronésie,0.94972067039106145
FM,2000,145,Fruits,107400,Micronésie,1.3500931098696463
FM,2001,51,Fruits,107200,Micronésie,0.47574626865671643
FM,2002,8,Fruits,106900,Micronésie,0.07483629560336763
FM,2003,513,Fruits,106700,Micronésie,4.807872539831302
FM,2004,536,Fruits,106400,Micronésie,5.037593984962406
FM,2005,457,Fruits,106200,Micronésie,4.303201506591337
FM,2006,530,Fruits,105500,Micronésie,5.023696682464455
FM,2007,422,Fruits,104800,Micronésie,4.026717557251908
FM,2008,412,Fruits,104100,Micronésie,3.957732949087416
FM,2009,278,Fruits,103500,Micronésie,2.685990338164251
FM,2010,406,Fruits,102765,Micronésie,3.950761446017613
FM,2011,345,Fruits,103027,Micronésie,3.348636765119823
FM,2012,318,Fruits,103287,Micronésie,3.0787998489645356
FM,2013,320,Fruits,103550,Micronésie,3.0902945436986964
FM,2014,33,Fruits,103825,Micronésie,0.3178425234770046
FM,2015,35,Fruits,104104,Micronésie,0.33620225927918235
FM,2016,67,Fruits,104380,Micronésie,0.641885418662579
FM,2017,351,Fruits,104665,Micronésie,3.3535565852959444
FM,2018,390,Fruits,104945,Micronésie,3.716232312163514
CK,1995,349,Légumes et tubercules,18960,Cook Islands,18.407172995780588
CK,1996,286,Légumes et tubercules,18790,Cook Islands,15.22086216072379
CK,1997,319,Légumes et tubercules,18620,Cook Islands,17.132116004296456
CK,1998,414,Légumes et tubercules,18460,Cook Islands,22.426868905742143
CK,1999,469,Légumes et tubercules,18290,Cook Islands,25.64242755604155
CK,2000,515,Légumes et tubercules,18120,Cook Islands,28.421633554083886
CK,2001,619,Légumes et tubercules,18440,Cook Islands,33.568329718004335
CK,2002,550,Légumes et tubercules,18760,Cook Islands,29.31769722814499
CK,2003,578,Légumes et tubercules,19070,Cook Islands,30.309386470896698
CK,2004,774,Légumes et tubercules,19390,Cook Islands,39.91748323878288
CK,2005,956,Légumes et tubercules,19710,Cook Islands,48.50329781836631
CK,2006,852,Légumes et tubercules,19480,Cook Islands,43.73716632443532
CK,2007,1036,Légumes et tubercules,19250,Cook Islands,53.81818181818182
CK,2008,770,Légumes et tubercules,19010,Cook Islands,40.504997369805366
CK,2009,820,Légumes et tubercules,18780,Cook Islands,43.663471778487754
CK,2010,756,Légumes et tubercules,18550,Cook Islands,40.75471698113208
CK,2011,765,Légumes et tubercules,17960,Cook Islands,42.59465478841871
CK,2012,794,Légumes et tubercules,17370,Cook Islands,45.71099597006332
CK,2013,712,Légumes et tubercules,16780,Cook Islands,42.43146603098928
CK,2014,759,Légumes et tubercules,16190,Cook Islands,46.88079061148857
CK,2015,777,Légumes et tubercules,15600,Cook Islands,49.80769230769231
CK,2016,882,Légumes et tubercules,15011,Cook Islands,58.75691159816135
CK,2017,996,Légumes et tubercules,15076,Cook Islands,66.06526930220218
CK,2018,914,Légumes et tubercules,15153,Cook Islands,60.31808882729493
