annee,date_arrondie,variete,categorie,prix_moyen
2014,2014-03-01,Orange,Prix moyen du produit importé en magasin,468.14285714285717
2014,2014-03-01,Orange,Prix moyen du produit local en magasin,462.625
2014,2014-03-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,395
2014,2014-03-01,Papaye,Prix moyen du produit local en magasin,411.25
2014,2014-03-01,Pastèque,Prix moyen du produit importé en magasin,99
2014,2014-03-01,Pastèque,Prix moyen du produit local en magasin,371.3333333333333
2014,2014-03-01,Poivron,Prix moyen du produit importé en magasin,855
2014,2014-03-01,Salade,Prix moyen du produit local en magasin,856.1111111111111
2014,2014-03-01,Tomate,Prix moyen du produit importé en magasin,433.8333333333333
2014,2014-03-01,Tomate,Prix moyen du produit local en magasin,702.5
2014,2014-04-01,Ail,Prix moyen du produit importé en magasin,960
2014,2014-04-01,Ananas,Prix moyen du produit importé en magasin,45
2014,2014-04-01,Ananas,Prix moyen du produit local en magasin,650
2014,2014-04-01,Banane,Prix moyen du produit local en magasin,395
2014,2014-04-01,Carotte,Prix moyen du produit importé en magasin,240
2014,2014-04-01,Chou De Chine,Prix moyen du produit local en magasin,718
2014,2014-04-01,Chouchoute,Prix moyen du produit local en magasin,300
2014,2014-04-01,"Citron, Lime",Prix moyen du produit local en magasin,698.3333333333334
2014,2014-04-01,Concombre,Prix moyen du produit importé en magasin,640
2014,2014-04-01,Concombre,Prix moyen du produit local en magasin,447.5
2014,2014-04-01,Courgette,Prix moyen du produit local en magasin,800
2014,2014-04-01,Céleri,Prix moyen du produit importé en magasin,760
2014,2014-04-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,870
2014,2014-04-01,Maïs,Prix moyen du produit local en magasin,180
2014,2014-04-01,Melon,Prix moyen du produit importé en magasin,183.10344827586206
2014,2014-04-01,Nectarine,Prix moyen du produit importé en magasin,460
2014,2014-04-01,Oignons,Prix moyen du produit importé en magasin,251.66666666666666
2014,2014-04-01,Orange,Prix moyen du produit importé en magasin,660
2014,2014-04-01,Orange,Prix moyen du produit local en magasin,440
2014,2014-04-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,295
2014,2014-04-01,Papaye,Prix moyen du produit local en magasin,395
2014,2014-04-01,Pastèque,Prix moyen du produit importé en magasin,99
2014,2014-04-01,Pastèque,Prix moyen du produit local en magasin,400
2014,2014-04-01,Patate Douce,Prix moyen du produit local en magasin,686
2014,2014-04-01,Poireau,Prix moyen du produit importé en magasin,657.5
2014,2014-04-01,Poivron,Prix moyen du produit importé en magasin,1325
2014,2014-04-01,Salade,Prix moyen du produit local en magasin,847.5
2014,2014-04-01,Tomate,Prix moyen du produit importé en magasin,660
2014,2014-05-01,Ananas,Prix moyen du produit importé en magasin,45
2014,2014-05-01,Carotte,Prix moyen du produit local en magasin,400
2014,2014-05-01,Melon,Prix moyen du produit importé en magasin,165
2014,2014-05-01,Nectarine,Prix moyen du produit importé en magasin,460
2014,2014-05-01,Oignons,Prix moyen du produit local en magasin,240
2014,2014-05-01,Pastèque,Prix moyen du produit importé en magasin,99
2014,2014-05-01,Poivron,Prix moyen du produit local en magasin,950
2014,2014-06-01,Pastèque,Prix moyen du produit importé en magasin,99
2014,2014-07-01,Ail,Prix moyen du produit importé en magasin,510
2014,2014-07-01,Aubergine,Prix moyen du produit local en magasin,540
2014,2014-07-01,Banane,Prix moyen du produit local en magasin,555.75
2014,2014-07-01,Carotte,Prix moyen du produit importé en magasin,193.66666666666666
2014,2014-07-01,Carotte,Prix moyen du produit local en magasin,395
2014,2014-07-01,Chou De Chine,Prix moyen du produit importé en magasin,472.5
2014,2014-07-01,Chou De Chine,Prix moyen du produit local en magasin,232.66666666666666
2014,2014-07-01,Chouchoute,Prix moyen du produit local en magasin,391.5
2014,2014-07-01,Concombre,Prix moyen du produit importé en magasin,292
2014,2014-07-01,Concombre,Prix moyen du produit local en magasin,330
2014,2014-07-01,Courgette,Prix moyen du produit importé en magasin,675
2014,2014-07-01,Courgette,Prix moyen du produit local en magasin,675
2014,2014-07-01,Céleri,Prix moyen du produit importé en magasin,585
2014,2014-07-01,Céleri,Prix moyen du produit local en magasin,405
2014,2014-07-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,695
2014,2014-07-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,647.6666666666666
2014,2014-07-01,Mangue,Prix moyen du produit local en magasin,540
2014,2014-07-01,Melon,Prix moyen du produit local en magasin,810
2014,2014-07-01,Navet,Prix moyen du produit local en magasin,404
2014,2014-07-01,Oignons,Prix moyen du produit importé en magasin,244.25
2014,2014-07-01,Oignons,Prix moyen du produit local en magasin,391
2014,2014-07-01,Orange,Prix moyen du produit importé en magasin,395
2014,2014-07-01,Orange,Prix moyen du produit local en magasin,510
2014,2014-07-01,Papaye,Prix moyen du produit local en magasin,371.5
2014,2014-07-01,Pastèque,Prix moyen du produit importé en magasin,99
2014,2014-07-01,Pastèque,Prix moyen du produit local en magasin,495
2014,2014-07-01,Patate Douce,Prix moyen du produit local en magasin,740
2014,2014-07-01,Poireau,Prix moyen du produit importé en magasin,900
2014,2014-07-01,Poivron,Prix moyen du produit local en magasin,800
2014,2014-07-01,Salade,Prix moyen du produit importé en magasin,950
2014,2014-07-01,Salade,Prix moyen du produit local en magasin,950
2014,2014-08-01,Pastèque,Prix moyen du produit importé en magasin,99
2014,2014-09-01,Ail,Prix moyen du produit importé en magasin,391.5
2014,2014-09-01,Carotte,Prix moyen du produit local en magasin,435
2014,2014-09-01,Chou De Chine,Prix moyen du produit local en magasin,365
2014,2014-09-01,Chou-Fleur,Prix moyen du produit importé en magasin,650
2014,2014-09-01,Concombre,Prix moyen du produit local en magasin,205
2014,2014-09-01,Courgette,Prix moyen du produit local en magasin,445
2014,2014-09-01,Céleri,Prix moyen du produit local en magasin,685
2014,2014-09-01,Oignons,Prix moyen du produit importé en magasin,390
2014,2014-09-01,Oignons,Prix moyen du produit local en magasin,330
2014,2014-09-01,Orange,Prix moyen du produit local en magasin,480
2014,2014-09-01,Pastèque,Prix moyen du produit importé en magasin,99
2014,2014-09-01,Poireau,Prix moyen du produit importé en magasin,922.5
2014,2014-09-01,Poivron,Prix moyen du produit importé en magasin,1020
2014,2014-09-01,Salade,Prix moyen du produit local en magasin,400
2014,2014-10-01,Ail,Prix moyen du produit importé en magasin,1130
2014,2014-10-01,Carotte,Prix moyen du produit importé en magasin,720
2014,2014-10-01,Concombre,Prix moyen du produit importé en magasin,665
2014,2014-10-01,Pastèque,Prix moyen du produit importé en magasin,99
2014,2014-10-01,Poivron,Prix moyen du produit importé en magasin,1610
2014,2014-10-01,Salade,Prix moyen du produit local en magasin,940
2014,2014-11-01,Pastèque,Prix moyen du produit importé en magasin,99
2014,2014-12-01,Pastèque,Prix moyen du produit importé en magasin,99
2015,2015-01-01,Pastèque,Prix moyen du produit importé en magasin,99
2015,2015-02-01,Pastèque,Prix moyen du produit importé en magasin,99
2015,2015-03-01,Banane,Prix moyen du produit local en magasin,380
2015,2015-03-01,Carotte,Prix moyen du produit importé en magasin,327.5
2015,2015-03-01,Chou De Chine,Prix moyen du produit local en magasin,700
2015,2015-03-01,Oignons,Prix moyen du produit importé en magasin,162
2015,2015-03-01,Orange,Prix moyen du produit importé en magasin,650
2015,2015-03-01,Orange,Prix moyen du produit local en magasin,500
2015,2015-03-01,Pastèque,Prix moyen du produit importé en magasin,99
2015,2015-03-01,Patate Douce,Prix moyen du produit local en magasin,690
2015,2015-03-01,Salade,Prix moyen du produit local en magasin,817.5
2015,2015-04-01,Banane,Prix moyen du produit local en magasin,560
2015,2015-04-01,Carotte,Prix moyen du produit importé en magasin,209
2015,2015-04-01,Chou De Chine,Prix moyen du produit local en magasin,540
2015,2015-04-01,"Citron, Lime",Prix moyen du produit local en magasin,337
2015,2015-04-01,Oignons,Prix moyen du produit importé en magasin,114
2015,2015-04-01,Pastèque,Prix moyen du produit importé en magasin,99
2015,2015-04-01,Patate Douce,Prix moyen du produit local en magasin,880
2015,2015-04-01,Salade,Prix moyen du produit local en magasin,877
2015,2015-05-01,Pastèque,Prix moyen du produit importé en magasin,99
2015,2015-06-01,Pastèque,Prix moyen du produit importé en magasin,99
2015,2015-07-01,Pastèque,Prix moyen du produit importé en magasin,99
2015,2015-09-01,Pastèque,Prix moyen du produit importé en magasin,99
2015,2015-10-01,Pastèque,Prix moyen du produit importé en magasin,99
2015,2015-12-01,Pastèque,Prix moyen du produit importé en magasin,99
2016,2016-01-01,Pastèque,Prix moyen du produit importé en magasin,99
2016,2016-02-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,436.53846153846155
2016,2016-02-01,Pastèque,Prix moyen du produit importé en magasin,99
2016,2016-03-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,464
2016,2016-03-01,Pastèque,Prix moyen du produit importé en magasin,99
2016,2016-04-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,466.4583333333333
2016,2016-04-01,Pastèque,Prix moyen du produit importé en magasin,99
2016,2016-05-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,464
2016,2016-05-01,Pastèque,Prix moyen du produit importé en magasin,99
2016,2016-06-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,467.10526315789474
2016,2016-06-01,Pastèque,Prix moyen du produit importé en magasin,99
2016,2016-07-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,504.7916666666667
2016,2016-07-01,Pastèque,Prix moyen du produit importé en magasin,99
2016,2016-08-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,510
2016,2016-08-01,Pastèque,Prix moyen du produit importé en magasin,99
2016,2016-09-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,539
2016,2016-09-01,Pastèque,Prix moyen du produit importé en magasin,99
2016,2016-10-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,528.695652173913
2016,2016-10-01,Pastèque,Prix moyen du produit importé en magasin,99
2016,2016-11-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,525.8333333333334
2016,2016-11-01,Pastèque,Prix moyen du produit importé en magasin,99
2016,2016-12-01,Aubergine,Prix moyen du produit local en magasin,395
2016,2016-12-01,"Citron, Lime",Prix moyen du produit local en magasin,680
2016,2016-12-01,Concombre,Prix moyen du produit local en magasin,330
2016,2016-12-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,525.8333333333334
2016,2016-12-01,Melon,Prix moyen du produit local en magasin,560
2016,2016-12-01,Navet,Prix moyen du produit local en magasin,395
2016,2016-12-01,Pastèque,Prix moyen du produit importé en magasin,99
2016,2016-12-01,Patate Douce,Prix moyen du produit local en magasin,730
2016,2016-12-01,Poivron,Prix moyen du produit local en magasin,797.5
2016,2016-12-01,Tomate,Prix moyen du produit local en magasin,595
2017,2017-01-01,Ail,Prix moyen du produit importé en magasin,530
2017,2017-01-01,Ail,Prix moyen du produit local en magasin,783
2017,2017-01-01,Ananas,Prix moyen du produit local en magasin,795
2017,2017-01-01,Aubergine,Prix moyen du produit local en magasin,273.6842105263158
2017,2017-01-01,Banane,Prix moyen du produit local en magasin,700
2017,2017-01-01,Brocoli,Prix moyen du produit importé en magasin,879.6153846153846
2017,2017-01-01,Brocoli,Prix moyen du produit local en magasin,864.2307692307693
2017,2017-01-01,Carotte,Prix moyen du produit importé en magasin,388.84615384615387
2017,2017-01-01,Carotte,Prix moyen du produit local en magasin,375.8095238095238
2017,2017-01-01,Chou De Chine,Prix moyen du produit importé en magasin,435.2083333333333
2017,2017-01-01,Chou De Chine,Prix moyen du produit local en magasin,512.1153846153846
2017,2017-01-01,Chou Rouge,Prix moyen du produit importé en magasin,378.46153846153845
2017,2017-01-01,Chou Rouge,Prix moyen du produit local en magasin,368.46153846153845
2017,2017-01-01,Chou-Fleur,Prix moyen du produit importé en magasin,572.3076923076923
2017,2017-01-01,Chou-Fleur,Prix moyen du produit local en magasin,572.3076923076923
2017,2017-01-01,Chouchoute,Prix moyen du produit local en magasin,351.53846153846155
2017,2017-01-01,"Citron, Lime",Prix moyen du produit local en magasin,453.38235294117646
2017,2017-01-01,Concombre,Prix moyen du produit importé en magasin,347.5882352941176
2017,2017-01-01,Concombre,Prix moyen du produit local en magasin,330
2017,2017-01-01,Courgette,Prix moyen du produit importé en magasin,642.1428571428571
2017,2017-01-01,Courgette,Prix moyen du produit local en magasin,593.9285714285714
2017,2017-01-01,Céleri,Prix moyen du produit importé en magasin,979.6153846153846
2017,2017-01-01,Céleri,Prix moyen du produit local en magasin,933.4615384615385
2017,2017-01-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,525.8333333333334
2017,2017-01-01,Mangue,Prix moyen du produit local en magasin,425.7692307692308
2017,2017-01-01,Melon,Prix moyen du produit importé en magasin,695
2017,2017-01-01,Melon,Prix moyen du produit local en magasin,710.3846153846154
2017,2017-01-01,Navet,Prix moyen du produit local en magasin,358.46153846153845
2017,2017-01-01,Nectarine,Prix moyen du produit importé en magasin,595
2017,2017-01-01,Oignons,Prix moyen du produit importé en magasin,254.1
2017,2017-01-01,Oignons,Prix moyen du produit local en magasin,251.3953488372093
2017,2017-01-01,Orange,Prix moyen du produit importé en magasin,495
2017,2017-01-01,Orange,Prix moyen du produit local en magasin,495
2017,2017-01-01,Papaye,Prix moyen du produit local en magasin,338.46153846153845
2017,2017-01-01,Pastèque,Prix moyen du produit importé en magasin,99
2017,2017-01-01,Pastèque,Prix moyen du produit local en magasin,258
2017,2017-01-01,Patate Douce,Prix moyen du produit local en magasin,567.1428571428571
2017,2017-01-01,Poireau,Prix moyen du produit importé en magasin,906.1538461538462
2017,2017-01-01,Poireau,Prix moyen du produit local en magasin,890.7692307692307
2017,2017-01-01,Poivron,Prix moyen du produit importé en magasin,1085.6410256410256
2017,2017-01-01,Poivron,Prix moyen du produit local en magasin,1070.2564102564102
2017,2017-01-01,Radis,Prix moyen du produit importé en magasin,456.42857142857144
2017,2017-01-01,Radis,Prix moyen du produit local en magasin,456.42857142857144
2017,2017-01-01,Salade,Prix moyen du produit local en magasin,689.375
2017,2017-01-01,Tomate,Prix moyen du produit importé en magasin,570.4285714285714
2017,2017-01-01,Tomate,Prix moyen du produit local en magasin,698
2017,2017-02-01,Ail,Prix moyen du produit importé en magasin,603.3333333333334
2017,2017-02-01,Ananas,Prix moyen du produit local en magasin,801.9767441860465
2017,2017-02-01,Aubergine,Prix moyen du produit local en magasin,327.0833333333333
2017,2017-02-01,Banane,Prix moyen du produit local en magasin,550.4
2017,2017-02-01,Brocoli,Prix moyen du produit importé en magasin,803.3333333333334
2017,2017-02-01,Brocoli,Prix moyen du produit local en magasin,786.6666666666666
2017,2017-02-01,Carotte,Prix moyen du produit importé en magasin,320.71153846153845
2017,2017-02-01,Carotte,Prix moyen du produit local en magasin,323.3
2017,2017-02-01,Chou De Chine,Prix moyen du produit importé en magasin,432.1195652173913
2017,2017-02-01,Chou De Chine,Prix moyen du produit local en magasin,528.2828282828283
2017,2017-02-01,Chou Rouge,Prix moyen du produit importé en magasin,374.5833333333333
2017,2017-02-01,Chou Rouge,Prix moyen du produit local en magasin,370
2017,2017-02-01,Chou-Fleur,Prix moyen du produit importé en magasin,589.0625
2017,2017-02-01,Chou-Fleur,Prix moyen du produit local en magasin,595.3125
2017,2017-02-01,Chouchoute,Prix moyen du produit local en magasin,350.8333333333333
2017,2017-02-01,"Citron, Lime",Prix moyen du produit local en magasin,349.3918918918919
2017,2017-02-01,Concombre,Prix moyen du produit importé en magasin,272.7083333333333
2017,2017-02-01,Concombre,Prix moyen du produit local en magasin,241.84615384615384
2017,2017-02-01,Courgette,Prix moyen du produit importé en magasin,587.0833333333334
2017,2017-02-01,Courgette,Prix moyen du produit local en magasin,550
2017,2017-02-01,Céleri,Prix moyen du produit importé en magasin,578.9583333333334
2017,2017-02-01,Céleri,Prix moyen du produit local en magasin,578.9583333333334
2017,2017-02-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,525.8333333333334
2017,2017-02-01,Mangue,Prix moyen du produit local en magasin,462.0833333333333
2017,2017-02-01,Melon,Prix moyen du produit importé en magasin,789.7222222222222
2017,2017-02-01,Melon,Prix moyen du produit local en magasin,803.6111111111111
2017,2017-02-01,Navet,Prix moyen du produit local en magasin,359.1666666666667
2017,2017-02-01,Nectarine,Prix moyen du produit importé en magasin,595
2017,2017-02-01,Oignons,Prix moyen du produit importé en magasin,206.15686274509804
2017,2017-02-01,Oignons,Prix moyen du produit local en magasin,254
2017,2017-02-01,Orange,Prix moyen du produit importé en magasin,511.80555555555554
2017,2017-02-01,Orange,Prix moyen du produit local en magasin,517.4418604651163
2017,2017-02-01,Papaye,Prix moyen du produit local en magasin,247.2093023255814
2017,2017-02-01,Pastèque,Prix moyen du produit importé en magasin,99
2017,2017-02-01,Pastèque,Prix moyen du produit local en magasin,274.6
2017,2017-02-01,Patate Douce,Prix moyen du produit local en magasin,560.3333333333334
2017,2017-02-01,Poireau,Prix moyen du produit importé en magasin,898.75
2017,2017-02-01,Poireau,Prix moyen du produit local en magasin,890.4166666666666
2017,2017-02-01,Poivron,Prix moyen du produit importé en magasin,966.25
2017,2017-02-01,Poivron,Prix moyen du produit local en magasin,966.25
2017,2017-02-01,Radis,Prix moyen du produit importé en magasin,453.75
2017,2017-02-01,Radis,Prix moyen du produit local en magasin,453.75
2017,2017-02-01,Salade,Prix moyen du produit local en magasin,730.4074074074074
2017,2017-02-01,Tomate,Prix moyen du produit local en magasin,422.45098039215685
2017,2017-03-01,Ail,Prix moyen du produit importé en magasin,690.4166666666666
2017,2017-03-01,Ananas,Prix moyen du produit local en magasin,810.0153846153846
2017,2017-03-01,Aubergine,Prix moyen du produit local en magasin,487.94871794871796
2017,2017-03-01,Banane,Prix moyen du produit local en magasin,527.3970588235294
2017,2017-03-01,Brocoli,Prix moyen du produit importé en magasin,900.7291666666666
2017,2017-03-01,Brocoli,Prix moyen du produit local en magasin,884.0625
2017,2017-03-01,Carotte,Prix moyen du produit importé en magasin,313.42857142857144
2017,2017-03-01,Carotte,Prix moyen du produit local en magasin,324.2153846153846
2017,2017-03-01,Chou De Chine,Prix moyen du produit importé en magasin,464.7282608695652
2017,2017-03-01,Chou De Chine,Prix moyen du produit local en magasin,645.051724137931
2017,2017-03-01,Chou Rouge,Prix moyen du produit importé en magasin,464.8958333333333
2017,2017-03-01,Chou Rouge,Prix moyen du produit local en magasin,455.9375
2017,2017-03-01,Chou-Fleur,Prix moyen du produit importé en magasin,678.75
2017,2017-03-01,Chou-Fleur,Prix moyen du produit local en magasin,676.6666666666666
2017,2017-03-01,Chouchoute,Prix moyen du produit local en magasin,350.8333333333333
2017,2017-03-01,"Citron, Lime",Prix moyen du produit local en magasin,321.3893129770992
2017,2017-03-01,Concombre,Prix moyen du produit importé en magasin,318.5416666666667
2017,2017-03-01,Concombre,Prix moyen du produit local en magasin,275.16058394160586
2017,2017-03-01,Courgette,Prix moyen du produit local en magasin,551.8709677419355
2017,2017-03-01,Céleri,Prix moyen du produit importé en magasin,599.1666666666666
2017,2017-03-01,Céleri,Prix moyen du produit local en magasin,595
2017,2017-03-01,Navet,Prix moyen du produit local en magasin,388.6458333333333
2017,2017-03-01,Oignons,Prix moyen du produit importé en magasin,244.0151515151515
2017,2017-03-01,Oignons,Prix moyen du produit local en magasin,264.1951219512195
2017,2017-03-01,Orange,Prix moyen du produit local en magasin,546.7826086956521
2017,2017-03-01,Papaye,Prix moyen du produit local en magasin,259.2741935483871
2017,2017-03-01,Pastèque,Prix moyen du produit local en magasin,305.8
2017,2017-03-01,Patate Douce,Prix moyen du produit local en magasin,594.969696969697
2017,2017-03-01,Poireau,Prix moyen du produit importé en magasin,935.4166666666666
2017,2017-03-01,Poireau,Prix moyen du produit local en magasin,927.0833333333334
2017,2017-03-01,Poivron,Prix moyen du produit importé en magasin,949.0972222222222
2017,2017-03-01,Poivron,Prix moyen du produit local en magasin,947.7083333333334
2017,2017-03-01,Radis,Prix moyen du produit importé en magasin,453.75
2017,2017-03-01,Radis,Prix moyen du produit local en magasin,453.75
2017,2017-03-01,Salade,Prix moyen du produit local en magasin,773.5766423357665
2017,2017-03-01,Tomate,Prix moyen du produit local en magasin,533.4117647058823
2017,2017-04-01,Ail,Prix moyen du produit importé en magasin,646.875
2017,2017-04-01,Ananas,Prix moyen du produit local en magasin,801.983606557377
2017,2017-04-01,Aubergine,Prix moyen du produit local en magasin,652.9166666666666
2017,2017-04-01,Banane,Prix moyen du produit local en magasin,559.3934426229508
2017,2017-04-01,Brocoli,Prix moyen du produit importé en magasin,911.7708333333334
2017,2017-04-01,Brocoli,Prix moyen du produit local en magasin,890.9375
2017,2017-04-01,Carotte,Prix moyen du produit importé en magasin,289.3833333333333
2017,2017-04-01,Carotte,Prix moyen du produit local en magasin,299.2
2017,2017-04-01,Chou De Chine,Prix moyen du produit importé en magasin,500
2017,2017-04-01,Chou De Chine,Prix moyen du produit local en magasin,696.1284403669724
2017,2017-04-01,Chou Rouge,Prix moyen du produit importé en magasin,495
2017,2017-04-01,Chou Rouge,Prix moyen du produit local en magasin,484.5833333333333
2017,2017-04-01,Chou-Fleur,Prix moyen du produit importé en magasin,651.0416666666666
2017,2017-04-01,Chou-Fleur,Prix moyen du produit local en magasin,646.875
2017,2017-04-01,Chouchoute,Prix moyen du produit local en magasin,350.8333333333333
2017,2017-04-01,"Citron, Lime",Prix moyen du produit local en magasin,392.91803278688525
2017,2017-04-01,Concombre,Prix moyen du produit importé en magasin,275
2017,2017-04-01,Concombre,Prix moyen du produit local en magasin,251.94444444444446
2017,2017-04-01,Courgette,Prix moyen du produit local en magasin,661.9615384615385
2017,2017-04-01,Céleri,Prix moyen du produit importé en magasin,474.6875
2017,2017-04-01,Céleri,Prix moyen du produit local en magasin,474.6875
2017,2017-04-01,Navet,Prix moyen du produit local en magasin,442.9166666666667
2017,2017-04-01,Oignons,Prix moyen du produit importé en magasin,216.04918032786884
2017,2017-04-01,Oignons,Prix moyen du produit local en magasin,264.84276729559747
2017,2017-04-01,Orange,Prix moyen du produit local en magasin,543.258064516129
2017,2017-04-01,Papaye,Prix moyen du produit local en magasin,249.69642857142858
2017,2017-04-01,Pastèque,Prix moyen du produit local en magasin,340.20754716981133
2017,2017-04-01,Patate Douce,Prix moyen du produit local en magasin,657.5666666666667
2017,2017-04-01,Poireau,Prix moyen du produit importé en magasin,935.4166666666666
2017,2017-04-01,Poireau,Prix moyen du produit local en magasin,927.0833333333334
2017,2017-04-01,Poivron,Prix moyen du produit importé en magasin,944.7916666666666
2017,2017-04-01,Poivron,Prix moyen du produit local en magasin,949.6527777777778
2017,2017-04-01,Radis,Prix moyen du produit importé en magasin,453.75
2017,2017-04-01,Radis,Prix moyen du produit local en magasin,453.75
2017,2017-04-01,Salade,Prix moyen du produit local en magasin,772.9349593495934
2017,2017-04-01,Tomate,Prix moyen du produit importé en magasin,707
2017,2017-04-01,Tomate,Prix moyen du produit local en magasin,602.6129032258065
2017,2017-05-01,Ail,Prix moyen du produit importé en magasin,565.75
2017,2017-05-01,Ananas,Prix moyen du produit local en magasin,788.5
2017,2017-05-01,Aubergine,Prix moyen du produit local en magasin,653.1570247933885
2017,2017-05-01,Banane,Prix moyen du produit local en magasin,569.4651162790698
2017,2017-05-01,Brocoli,Prix moyen du produit importé en magasin,895.2786885245902
2017,2017-05-01,Brocoli,Prix moyen du produit local en magasin,871.9166666666666
2017,2017-05-01,Carotte,Prix moyen du produit importé en magasin,297.1358024691358
2017,2017-05-01,Carotte,Prix moyen du produit local en magasin,308.8690476190476
2017,2017-05-01,Chou De Chine,Prix moyen du produit importé en magasin,543.9130434782609
2017,2017-05-01,Chou De Chine,Prix moyen du produit local en magasin,742.7320261437909
2017,2017-05-01,Chou Rouge,Prix moyen du produit importé en magasin,570.1904761904761
2017,2017-05-01,Chou Rouge,Prix moyen du produit local en magasin,551.5
2017,2017-05-01,Chou-Fleur,Prix moyen du produit importé en magasin,778.9354838709677
2017,2017-05-01,Chou-Fleur,Prix moyen du produit local en magasin,768.3333333333334
2017,2017-05-01,Chouchoute,Prix moyen du produit local en magasin,351.73770491803276
2017,2017-05-01,"Citron, Lime",Prix moyen du produit local en magasin,460.6927710843373
2017,2017-05-01,Concombre,Prix moyen du produit importé en magasin,320.51612903225805
2017,2017-05-01,Concombre,Prix moyen du produit local en magasin,280.6333333333333
2017,2017-05-01,Courgette,Prix moyen du produit importé en magasin,672
2017,2017-05-01,Courgette,Prix moyen du produit local en magasin,634.6461538461539
2017,2017-05-01,Céleri,Prix moyen du produit importé en magasin,520.5901639344262
2017,2017-05-01,Céleri,Prix moyen du produit local en magasin,515.2622950819672
2017,2017-05-01,Letchi,Prix moyen du produit local en magasin,845.4166666666666
2017,2017-05-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,627.0833333333334
2017,2017-05-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,635.4166666666666
2017,2017-05-01,Mangue,Prix moyen du produit local en magasin,695
2017,2017-05-01,Maïs,Prix moyen du produit local en magasin,287.5
2017,2017-05-01,Melon,Prix moyen du produit importé en magasin,635.4166666666666
2017,2017-05-01,Melon,Prix moyen du produit local en magasin,652.0833333333334
2017,2017-05-01,Navet,Prix moyen du produit local en magasin,440.8360655737705
2017,2017-05-01,Nectarine,Prix moyen du produit importé en magasin,695
2017,2017-05-01,Oignons,Prix moyen du produit importé en magasin,233.6904761904762
2017,2017-05-01,Oignons,Prix moyen du produit local en magasin,266.0480769230769
2017,2017-05-01,Orange,Prix moyen du produit importé en magasin,456.25
2017,2017-05-01,Orange,Prix moyen du produit local en magasin,522.0449438202247
2017,2017-05-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,290
2017,2017-05-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,290.4166666666667
2017,2017-05-01,Papaye,Prix moyen du produit local en magasin,259.58666666666664
2017,2017-05-01,Pastèque,Prix moyen du produit local en magasin,351.609756097561
2017,2017-05-01,Patate Douce,Prix moyen du produit local en magasin,705.5783132530121
2017,2017-05-01,Poireau,Prix moyen du produit importé en magasin,874.1269841269841
2017,2017-05-01,Poireau,Prix moyen du produit local en magasin,871.2857142857143
2017,2017-05-01,Poivron,Prix moyen du produit importé en magasin,898.5846994535519
2017,2017-05-01,Poivron,Prix moyen du produit local en magasin,909.7802197802198
2017,2017-05-01,Radis,Prix moyen du produit importé en magasin,453.75
2017,2017-05-01,Radis,Prix moyen du produit local en magasin,451.46031746031747
2017,2017-05-01,Salade,Prix moyen du produit importé en magasin,2030
2017,2017-05-01,Salade,Prix moyen du produit local en magasin,769.3125
2017,2017-05-01,Tomate,Prix moyen du produit importé en magasin,646
2017,2017-05-01,Tomate,Prix moyen du produit local en magasin,704.5056179775281
2017,2017-06-01,Ail,Prix moyen du produit importé en magasin,681.25
2017,2017-06-01,Ananas,Prix moyen du produit local en magasin,799.8524590163935
2017,2017-06-01,Aubergine,Prix moyen du produit local en magasin,654.5252525252525
2017,2017-06-01,Banane,Prix moyen du produit local en magasin,574.9384615384615
2017,2017-06-01,Brocoli,Prix moyen du produit importé en magasin,861.0392156862745
2017,2017-06-01,Brocoli,Prix moyen du produit local en magasin,822.1875
2017,2017-06-01,Carotte,Prix moyen du produit importé en magasin,264.60655737704917
2017,2017-06-01,Carotte,Prix moyen du produit local en magasin,277.3709677419355
2017,2017-06-01,Chou De Chine,Prix moyen du produit importé en magasin,646.7391304347826
2017,2017-06-01,Chou De Chine,Prix moyen du produit local en magasin,648.9268292682926
2017,2017-06-01,Chou Rouge,Prix moyen du produit importé en magasin,594.3584905660377
2017,2017-06-01,Chou Rouge,Prix moyen du produit local en magasin,565.9375
2017,2017-06-01,Chou-Fleur,Prix moyen du produit importé en magasin,786.11320754716985
